%time,field.header.seq,field.header.stamp,field.header.frame_id,field.child_frame_id,field.transform.translation.x,field.transform.translation.y,field.transform.translation.z,field.transform.rotation.x,field.transform.rotation.y,field.transform.rotation.z,field.transform.rotation.w
1646151457060966147,12273,1646151457053099456,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.05880443467338085,0.06239693701577085,0.06878112660183636,0.0007894823101947436,-0.004674642423372599,0.23750055027493552,0.9713758351199593
1646151457064336727,12274,1646151457055772872,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.05870017844050501,0.06245248902889642,0.06885923700760006,-0.0008480887801001428,-0.0049130839430023745,0.23693421575409856,0.971512902516781
1646151457068285665,12275,1646151457058737975,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.05888635817635186,0.06247498664811466,0.06910159044780634,0.001682427972617884,-0.003965864103469612,0.2355996530423197,0.9718406478658774
1646151457070816321,12276,1646151457060727466,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.05882639962367146,0.062477372167158915,0.06905793427111334,0.0033445380778259867,-0.003383486416242313,0.2346826385668455,0.9720604020532986
1646151457079629106,12277,1646151457063086383,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.05874161074915912,0.06247729816278781,0.06922018037485289,0.0047229467835147605,-0.0025597791037672226,0.23323500792022797,0.9724055596226665
1646151457083476728,12278,1646151457066756739,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.058735331799981555,0.0624539490779229,0.06912487592057956,0.0032133041543595834,-0.0034373411780894525,0.23257287962470158,0.9725675889238296
1646151457085831167,12279,1646151457075614623,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.05852245890579193,0.06279355502978812,0.0690559949627952,0.005016434220660204,-0.0032494633052549374,0.22889075617867224,0.9734337666795277
1646151457089557486,12280,1646151457078249608,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.05843681884643014,0.06275892972778645,0.0692000493176481,0.005889905373457587,-0.0028427825153375936,0.22745646980036607,0.9737662871285991
1646151457092092418,12281,1646151457080685907,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.058604127675618775,0.06261345648571323,0.06920846279824924,0.0014038742230547488,-0.003770472639102186,0.22610907839844432,0.9740936799605312
1646151457095274493,12282,1646151457083734271,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.058549453483805435,0.06263900073555267,0.0691580614067625,-0.0003259987196351938,-0.0047828767200225105,0.22518474776477698,0.9743042888077778
1646151457096894223,12283,1646151457085570866,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.05851120715889926,0.06271069781970319,0.06918924057296702,-0.001593433028763456,-0.0050065387041760764,0.22450547724568262,0.9744586631705189
1646151457099658848,12284,1646151457090708334,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.05856010509061333,0.06280212405889829,0.0691449286771012,0.0011640434260379911,-0.004303558940209537,0.2220181995568598,0.9750323294377888
1646151457102417689,12285,1646151457093373261,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.05841719545138769,0.06283639812380179,0.06922163812355143,0.0024112889571803837,-0.003463106782224937,0.22099850778153363,0.9752650163598177
1646151457105641416,12286,1646151457096389075,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.05839886599376266,0.06276905270158346,0.06912866024968524,0.0009565153516317111,-0.0039487099140353595,0.2201700591014747,0.975453042357063
1646151457107496992,12287,1646151457098229377,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.05841866098546652,0.06279032079647807,0.06909080809999141,0.00042013645085512845,-0.00489340738184571,0.21948261727513957,0.9756040481484344
1646151457110734610,12288,1646151457101302300,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.05821128490395693,0.06287781047413851,0.06911388101745039,-0.0005557469432520062,-0.004647130008016749,0.21877387758003458,0.9757643597798701
1646151457113796068,12289,1646151457103915151,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.05832155705014746,0.06286862859005085,0.06914643878159134,-0.0011088493502501642,-0.004360116648535333,0.2174292321313193,0.9760657195346605
1646151457124428594,12290,1646151457106623120,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.05822168700791583,0.06304201280074018,0.06912024596934917,0.0023148494297694075,-0.003909911321753661,0.2164683812331956,0.9762790553893151
1646151457126194798,12291,1646151457108054766,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.058077699282467116,0.0630501648315035,0.0691472622316839,0.0038745629049371866,-0.0030229424879259473,0.21527317654197453,0.9765415040040737
1646151457129028376,12292,1646151457115796467,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.057917597636135985,0.06306829075861393,0.06920683331919505,5.015525781356581e-05,-0.004812125073842524,0.2132873736968943,0.9769776543801835
1646151457138311109,12293,1646151457125037521,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.057869215830219825,0.06315506032415187,0.06929872479029486,0.005159167929762399,-0.0037212769629250846,0.21138866092196537,0.9773813836561734
1646151457138378849,12294,1646151457125764935,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.05777210267603137,0.06310512574793414,0.0692978494905831,0.0070565733820630045,-0.002795456222766348,0.20998850741231143,0.9776743920914365
1646151457138449280,12295,1646151457126179032,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.057644709671901447,0.06322111971480136,0.06923230874058099,0.005258065201305856,-0.003109166733559812,0.20918237597328693,0.9778575660159982
1646151457145210519,12296,1646151457129715298,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.05774503308569808,0.06316794143324589,0.06933327751584382,0.00354020988973552,-0.004627705611000689,0.2084655627277253,0.978012351870531
1646151457146934329,12297,1646151457132652268,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.05763752703167453,0.06315946207582664,0.06928846553838082,0.002364556578480304,-0.004443835814719928,0.20755800155448564,0.9782097613427025
1646151457148385433,12298,1646151457136169141,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.05746286334533961,0.06379073142787338,0.06935212765957896,0.010712676078590963,-0.0024380199311400124,0.20608319807052097,0.97847279476901
1646151457155363874,12299,1646151457142800571,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.057285478055465716,0.06379179203165668,0.0693905429286417,0.013397552523200469,-0.0010492545931139532,0.20478089376506856,0.9787155818724695
1646151457156559109,12300,1646151457145680102,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.057244008649010546,0.06381446371159098,0.06929672263598236,0.011346299723819704,-0.0014591402270986526,0.20439942528058633,0.9788207227768224
1646151457157799891,12301,1646151457149445628,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.057142723147075226,0.06399852426352517,0.06922531074601355,0.008254232778965314,-0.0022731484223772976,0.20104921145581636,0.9795437279726081
1646151457159273471,12302,1646151457151266555,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.057285279958741185,0.06368437825828838,0.06917437371614173,0.0031055950983867797,-0.003530408082114841,0.19929595204569578,0.979928066235506
1646151457162108226,12303,1646151457153738922,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.05738861297959767,0.06353009124602296,0.0692291668458361,0.003914961311117487,-0.002958125424885409,0.19790659818907258,0.9802086007402363
1646151457165808612,12304,1646151457156207736,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.05724515665970782,0.06333416419164015,0.06932103919055899,0.004412197359945504,-0.0029701182349141848,0.19605456283123474,0.9805785635558126
1646151457169621817,12305,1646151457158708088,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.05714066007627681,0.06363118241427469,0.0691550467306684,0.001212139199645758,-0.003998077914520745,0.1958148839561796,0.9806319785285293
1646151457172282829,12306,1646151457160737908,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.057262800873467586,0.06358800554373059,0.06922199967589038,-0.0005504083695549076,-0.004301710340875141,0.1946236232320372,0.9808684099402957
1646151457176880376,12307,1646151457164145602,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.05713705257355032,0.06346211743402173,0.06925844026184765,0.0008597706686481518,-0.003851848131874639,0.19274055823662134,0.9812418159001388
1646151457178431231,12308,1646151457166360927,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.05713384208571905,0.0636281214542722,0.06916319430557517,0.0014920495431190689,-0.0038974102219463645,0.19168017301797555,0.9814485698463887
1646151457180922268,12309,1646151457171052080,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.057055770038689654,0.06357891412142716,0.0691978480095324,0.0042103292079471175,-0.0030408814944001225,0.18934578960194917,0.9818967349613258
1646151457186150899,12310,1646151457175952109,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.0569825392191551,0.06361183483266203,0.06914102646300474,0.0031752012555842897,-0.0036505814808215405,0.18857377361651037,0.9820471084708042
1646151457192251927,12311,1646151457175883732,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.05696635587263551,0.0634721365928758,0.06932691417709268,0.0024053099822557954,-0.004145046354798423,0.18739051000314388,0.982273805939753
1646151457198153088,12312,1646151457181063590,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.056905693406931704,0.06361314467393747,0.06927517931395666,0.004805194769760475,-0.0035084842516157435,0.18539230925802844,0.9826465754835033
1646151457204994519,12313,1646151457188264666,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.056790416863047734,0.06373115162130503,0.06922688507942669,0.004561798261716234,-0.0028727923460185123,0.1841800459044332,0.9828777379467891
1646151457207711913,12314,1646151457191001009,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.05676330547706086,0.06393116765014491,0.06916340565589602,0.0006815734479246579,-0.0038361672411375215,0.183657547308374,0.9829825657636078
1646151457212707936,12315,1646151457196177557,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.05666345038769882,0.0640868777495846,0.06914420322363954,0.0032332059587765424,-0.0030452708073200733,0.1825884847102403,0.9831793925607659
1646151457217367513,12316,1646151457201455219,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.05649897154485359,0.0638003790803572,0.06929107010859756,0.004913799551527962,-0.00240324209670258,0.18051476636041291,0.9835570639913261
1646151457221421238,12317,1646151457206425658,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.05658786041645974,0.06374873474392943,0.0692905021090044,0.00274052038725785,-0.0033842102844771037,0.18002373077267445,0.9836526282318597
1646151457225050726,12318,1646151457211144735,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.056582809036510445,0.06404350583760762,0.06925939275819995,0.005744903706766535,-0.0028505954053222706,0.17987068822320135,0.9836693579172562
1646151457228462906,12319,1646151457215868400,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.05645253631950875,0.06384151677314681,0.06927436724427058,0.005309953277056718,-0.002577494330112176,0.17854213589096307,0.9839145626682566
1646151457232344645,12320,1646151457221265297,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.056499996271814706,0.06389929600870731,0.06922933487270062,0.0033260266030270746,-0.003644954074594321,0.1791137317551827,0.9838160005578088
1646151457235789986,12321,1646151457223845304,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.05644059217678583,0.06398016047999758,0.0692224468766854,0.0023760540788706954,-0.0033143617153082367,0.17878930739229223,0.983878932051916
1646151457256019677,12322,1646151457227523859,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.05653006386214092,0.06397011599487225,0.06923519972682855,0.005999314271500363,-0.0030219377772217216,0.1785585084501107,0.9839063650472103
1646151457258175242,12323,1646151457229156491,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.056408446785057645,0.06403649556815517,0.06916753131778021,0.0057570251191973705,-0.0024292135568240465,0.17807101374252216,0.9839977996154172
1646151457260731168,12324,1646151457246235670,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.056354768748051384,0.06392648805814038,0.06916110804396633,0.003769997068267276,-0.002737148623120908,0.17706119571563728,0.9841888173065517
1646151457263988242,12325,1646151457254003855,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.05639779351337687,0.06393820395373864,0.06917833591593765,0.000856477814561361,-0.003241321093814219,0.17704573709887875,0.9841969148795553
1646151457268136195,12326,1646151457257534445,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.056462400983655354,0.06385240717049663,0.06917773207078216,0.006569558647341161,-0.0026759709493077957,0.17694551026400984,0.9841950855780914
1646151457269839570,12327,1646151457258959959,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.05628763152169351,0.06412972203927998,0.0692309920062639,0.010195973749918574,-0.0017223684516994558,0.17736733170183872,0.9840903948373734
1646151457272269068,12328,1646151457261011278,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.05635243017187291,0.06385521922775231,0.06917302331019569,0.003580227418474884,-0.0027489587795603843,0.17675783861437436,0.9842440203961795
1646151457275559456,12329,1646151457264351844,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.056391573956245965,0.06380122313533085,0.06911972401448208,0.002721193731396699,-0.003491735797449613,0.17695872394892598,0.9842083178393509
1646151457276857974,12330,1646151457265623084,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.056380489170945215,0.0637655549436284,0.06922647931351274,0.0030624472283951464,-0.003370677326214578,0.17707279671998843,0.9841872203057188
1646151457279565008,12331,1646151457270705663,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.0564324143683425,0.06377450797352004,0.06915642546949469,0.006653243380913244,-0.002572552981414636,0.1769934632008392,0.9841861766494413
1646151457282409406,12332,1646151457273268605,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.05637095170784213,0.06389644409977331,0.06916010616264898,0.005524967950857745,-0.002385077290714405,0.17674475204900839,0.9842383241667609
1646151457285310076,12333,1646151457275993510,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.056348520547840245,0.0637796696544439,0.06915536935707625,0.003985885643941418,-0.0029228624419653116,0.1768408281785652,0.9842270526051893
1646151457288215938,12334,1646151457278819387,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.05634233342025299,0.06369696242197702,0.06901131627400973,0.0021173826716707205,-0.003604194180447962,0.1772380188618612,0.9841591391359702
1646151457291114034,12335,1646151457281051357,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.05637202687286418,0.06367289801464526,0.0692276758021271,0.002961844366676905,-0.0034031886680265604,0.17725051450706417,0.9841554251701397
1646151457294811728,12336,1646151457283784951,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.05641291580044942,0.06376370742569819,0.0691305211222033,0.0009469029158571308,-0.00353972397176179,0.17715460758665239,0.9841762132564934
1646151457298176315,12337,1646151457285862251,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.056395346938825086,0.06381036491602796,0.06907179174521352,0.004825140659153428,-0.002613215858695976,0.17712805567420753,0.9841725158800007
1646151457301600136,12338,1646151457291151550,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.05638778674131778,0.06367433644825106,0.06913456358017271,0.0032177057291088874,-0.0032258920788194845,0.17713066117931978,0.9841767975624672
1646151457305940855,12339,1646151457294400439,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.05641294946257265,0.06362876034614863,0.06907005682449269,0.0017856419103437088,-0.0036325228811875526,0.17736666840127008,0.9841365155306044
1646151457325033060,12340,1646151457296088469,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.05628723106264149,0.06376422738905632,0.0691737231782819,0.002328820075162481,-0.0033995588991959412,0.17773557769328746,0.9840696540481175
1646151457343654565,12341,1646151457307353496,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.056405339633198506,0.0636594760058789,0.06913815062913231,0.0033077445929363732,-0.00334758716079972,0.1773479917802515,0.9841369530189488
1646151457348779166,12342,1646151457320230573,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.056324788894005606,0.06375374007282014,0.06914247454026168,0.006053320188673094,-0.002313450309159672,0.17745270751414327,0.9841079929856582
1646151457350551112,12343,1646151457327254349,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.05632395610435135,0.06368527938694109,0.06915487748561375,0.002452520859957139,-0.003523344520995985,0.17817511627208243,0.9839894303935626
1646151457351766831,12344,1646151457335767165,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.056314002661982464,0.06361628427323973,0.06902607913959581,0.0018120483531182485,-0.0033373230159369927,0.17822200096432986,0.9839829760357258
1646151457354913014,12345,1646151457344049930,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.05635950855306226,0.06365193643758527,0.06903386374556857,0.00011247521340192392,-0.0034267071696652144,0.17859525761843173,0.9839166524576691
1646151457375036664,12346,1646151457346336686,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.05646014420486492,0.06359640533800283,0.0690669790000227,0.0037397457957227564,-0.0029937834018769942,0.17803825691649405,0.9840119057391848
1646151457380109976,12347,1646151457351480177,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.05632645982590763,0.06357209015146925,0.06902497196681592,0.0016309356950567242,-0.003294682052927151,0.1785330279050813,0.98392705169945
1646151457382949456,12348,1646151457356034945,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.05618623121557895,0.06284625374451366,0.0694688586563711,0.003964466725776406,-0.0031747661511376136,0.1768542891404697,0.9842239401051394
1646151457386074297,12349,1646151457365989577,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.056334981872191214,0.06345995293678926,0.06906120981149776,0.0019078803127669068,-0.0034228743754133213,0.17848938322755428,0.9839340343736309
1646151457390570117,12350,1646151457377603865,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.056452695475439095,0.06369442045625211,0.0691587475941983,0.003214032427643814,-0.002973505510413607,0.17881149517454176,0.9838736084751833
1646151457391472863,12351,1646151457380954957,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.056398347603219275,0.06344802888856432,0.06910746472901079,0.0022034230819700357,-0.003385656358540643,0.17874139469258973,0.9838877964895649
1646151457395298305,12352,1646151457383781297,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.056474493997561895,0.06356658531457199,0.06913168552511519,0.0006476247684099775,-0.003810522592657196,0.17907209442338107,0.9838283618083765
1646151457398502172,12353,1646151457385936983,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.05645563460500523,0.06354229495669071,0.06912098934180556,0.00011827068560751946,-0.003790928049679775,0.17914231164801325,0.9838158603386983
1646151457419587549,12354,1646151457391582352,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.05646107742113769,0.06368768694874448,0.06915814667825214,0.0028393386053584308,-0.002963929949258939,0.1791252031580378,0.9838177244129787
1646151457435334822,12355,1646151457394118855,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.05645293708967244,0.06358898695347656,0.06911658997093172,0.004201450404177793,-0.0027449251949252206,0.1789901081947196,0.98383807324611
1646151457437729778,12356,1646151457406452589,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.056487865730319345,0.06362619051856819,0.06916004252813752,0.0031432826778136783,-0.0028914032654260282,0.17938807172200447,0.9837691188917372
1646151457439457056,12357,1646151457425813878,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.05640933329177302,0.06344602878673732,0.06912024098380681,0.001676938272952116,-0.003647775562826275,0.17975036570228178,0.9837040650731133
1646151457453883231,12358,1646151457430890631,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.05634107416970564,0.06332529331565262,0.06923570593327591,0.0020705857616259084,-0.0033455407284016937,0.17969975638446323,0.983713635966892
1646151457456989532,12359,1646151457433438315,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.05642693646313338,0.06349048246057162,0.06913274421211342,0.0014299587902452443,-0.003275601565898011,0.1798770268709844,0.9836826118501306
1646151457459801980,12360,1646151457436193528,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.05633389010507316,0.06355733808490464,0.0691342115152598,0.0027358426315671367,-0.0029754235981051392,0.1800423224006503,0.9836505599876856
1646151457462798975,12361,1646151457446166838,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.05636188803913787,0.06326226616135538,0.069245133108084,0.0020620205417493697,-0.0035266744377062133,0.18021140583110032,0.9836194181933754
1646151457468048741,12362,1646151457457026217,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.05642669721941979,0.06334633989919293,0.06907696140569249,0.0017456828370713089,-0.003505810168459155,0.1803641336861451,0.9835921111752277
1646151457472817562,12363,1646151457458521787,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.056427024528464514,0.06335673048910044,0.06917055207358322,0.0001576931133110945,-0.00408087998687082,0.18054173226472092,0.9835588464663763
1646151457475725777,12364,1646151457461388618,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.05646488505156073,0.06336955328541938,0.0691442765044099,-0.00029496698255717746,-0.004066299590778603,0.18103986595517058,0.9834673076096893
1646151457476819223,12365,1646151457465866149,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.0564455851219706,0.06346037660139099,0.06922310897989285,0.0031821996068523697,-0.002787792692864771,0.18039689356504296,0.9835848019411678
1646151457479307031,12366,1646151457470989079,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.05644881710128067,0.06327597286457474,0.06899238521806862,0.0024609317396712886,-0.0032905370040856616,0.18059312145267337,0.9835493076939139
1646151457483760684,12367,1646151457474302676,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.056503943451234745,0.06332090387230045,0.06918068005302942,0.00021301823011087468,-0.003923150616237036,0.180844014685465,0.9835039429839207
1646151457487478862,12368,1646151457476652603,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.0565059854628562,0.06336470560411336,0.06912567240529564,0.0007646745560351986,-0.0036011909420153006,0.1819249343300847,0.9833055298154368
1646151457490314425,12369,1646151457479152299,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.05647117091345294,0.06336261862396937,0.06895518407623719,0.0032413548127267593,-0.002777704869520984,0.18081759256034033,0.9835073849215971
1646151457494689412,12370,1646151457481324878,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.056482114655577356,0.06337460929058554,0.06917794330619632,0.0029975077663030344,-0.0028547566100670793,0.18072511056671361,0.9835249359942723
1646151457496928922,12371,1646151457486243052,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.0564182610078158,0.0632306558069423,0.06896452971493053,0.002645531152937644,-0.0033187474380404185,0.18109163765467923,0.983457068636912
1646151457497616280,12372,1646151457490755375,/vicon/world,vicon/Explorer_M2/Explorer_M2,0.056548125532909034,0.06329972963684663,0.06910497153347066,0.0007729331805313384,-0.0031836378327012053,0.182158798585829,0.9832636671423469
