%time,field.col,field.roll,field.pitch,field.yaw,field.throttle,field.killSwitch,field.nav
1651618857604786133,0.0,0.0,0.0,0.0,0.0,0,0
1651618857605460138,0.0,0.0,0.0,0.0,0.0,0,0
1651618857606425107,0.0,0.0,0.0,0.0,0.0,0,0
1651618857608998129,0.0,0.0,0.0,0.0,0.0,0,0
1651618857610739604,0.0,0.0,0.0,0.0,0.0,0,0
1651618857612785814,0.0,0.0,0.0,0.0,0.0,0,0
1651618857614983456,0.0,0.0,0.0,0.0,0.0,0,0
1651618857617771243,0.0,0.0,0.0,0.0,0.0,0,0
1651618857619371045,0.0,0.0,0.0,0.0,0.0,0,0
1651618857621079307,0.0,0.0,0.0,0.0,0.0,0,0
1651618857623027161,0.0,0.0,0.0,0.0,0.0,0,0
1651618857625239199,0.0,0.0,0.0,0.0,0.0,0,0
1651618857626580908,0.0,0.0,0.0,0.0,0.0,0,0
1651618857628804024,0.0,0.0,0.0,0.0,0.0,0,0
1651618857630576301,0.0,0.0,0.0,0.0,0.0,0,0
1651618857632842168,0.0,0.0,0.0,0.0,0.0,0,0
1651618857634694111,0.0,0.0,0.0,0.0,0.0,0,0
1651618857637542013,0.0,0.0,0.0,0.0,0.0,0,0
1651618857639923554,0.0,0.0,0.0,0.0,0.0,0,0
1651618857641381027,0.0,0.0,0.0,0.0,0.0,0,0
1651618857642946608,0.0,0.0,0.0,0.0,0.0,0,0
1651618857644919927,0.0,0.0,0.0,0.0,0.0,0,0
1651618857647588177,0.0,0.0,0.0,0.0,0.0,0,0
1651618857649029074,0.0,0.0,0.0,0.0,0.0,0,0
1651618857650450119,0.0,0.0,0.0,0.0,0.0,0,0
1651618857652373240,0.0,0.0,0.0,0.0,0.0,0,0
1651618857654756304,0.0,0.0,0.0,0.0,0.0,0,0
1651618857657678939,0.0,0.0,0.0,0.0,0.0,0,0
1651618857659102656,0.0,0.0,0.0,0.0,0.0,0,0
1651618857660895033,0.0,0.0,0.0,0.0,0.0,0,0
1651618857662762603,0.0,0.0,0.0,0.0,0.0,0,0
1651618857664841200,0.0,0.0,0.0,0.0,0.0,0,0
1651618857668058049,0.0,0.0,0.0,0.0,0.0,0,0
1651618857669037129,0.0,0.0,0.0,0.0,0.0,0,0
1651618857671348626,0.0,0.0,0.0,0.0,0.0,0,0
1651618857672951463,0.0,0.0,0.0,0.0,0.0,0,0
1651618857674637734,0.0,0.0,0.0,0.0,0.0,0,0
1651618857676931923,0.0,0.0,0.0,0.0,0.0,0,0
1651618857679069117,0.0,0.0,0.0,0.0,0.0,0,0
1651618857681331342,0.0,0.0,0.0,0.0,0.0,0,0
1651618857682729987,0.0,0.0,0.0,0.0,0.0,0,0
1651618857684365289,0.0,0.0,0.0,0.0,0.0,0,0
1651618857687319509,0.0,0.0,0.0,0.0,0.0,0,0
1651618857688850307,0.0,0.0,0.0,0.0,0.0,0,0
1651618857691002865,0.0,0.0,0.0,0.0,0.0,0,0
1651618857693342213,0.0,0.0,0.0,0.0,0.0,0,0
1651618857694835350,0.0,0.0,0.0,0.0,0.0,0,0
1651618857697993913,0.0,0.0,0.0,0.0,0.0,0,0
1651618857699788124,0.0,0.0,0.0,0.0,0.0,0,0
1651618857701305223,0.0,0.0,0.0,0.0,0.0,0,0
1651618857703224404,0.0,0.0,0.0,0.0,0.0,0,0
1651618857705639953,0.0,0.0,0.0,0.0,0.0,0,0
1651618857707167796,0.0,0.0,0.0,0.0,0.0,0,0
1651618857709291576,0.0,0.0,0.0,0.0,0.0,0,0
1651618857710616229,0.0,0.0,0.0,0.0,0.0,0,0
1651618857712521970,0.0,0.0,0.0,0.0,0.0,0,0
1651618857715159485,0.0,0.0,0.0,0.0,0.0,0,0
1651618857717099925,0.0,0.0,0.0,0.0,0.0,0,0
1651618857719542284,0.0,0.0,0.0,0.0,0.0,0,0
1651618857720953792,0.0,0.0,0.0,0.0,0.0,0,0
1651618857722993817,0.0,0.0,0.0,0.0,0.0,0,0
1651618857725581423,0.0,0.0,0.0,0.0,0.0,0,0
1651618857727090368,0.0,0.0,0.0,0.0,0.0,0,0
1651618857728813286,0.0,0.0,0.0,0.0,0.0,0,0
1651618857731034144,0.0,0.0,0.0,0.0,0.0,0,0
1651618857733002738,0.0,0.0,0.0,0.0,0.0,0,0
1651618857735829351,0.0,0.0,0.0,0.0,0.0,0,0
1651618857737055966,0.0,0.0,0.0,0.0,0.0,0,0
1651618857739605658,0.0,0.0,0.0,0.0,0.0,0,0
1651618857741327341,0.0,0.0,0.0,0.0,0.0,0,0
1651618857743185078,0.0,0.0,0.0,0.0,0.0,0,0
1651618857745421066,0.0,0.0,0.0,0.0,0.0,0,0
1651618857747257174,0.0,0.0,0.0,0.0,0.0,0,0
1651618857749517386,0.0,0.0,0.0,0.0,0.0,0,0
1651618857750914041,0.0,0.0,0.0,0.0,0.0,0,0
1651618857752621893,0.0,0.0,0.0,0.0,0.0,0,0
1651618857754952655,0.0,0.0,0.0,0.0,0.0,0,0
1651618857756818542,0.0,0.0,0.0,0.0,0.0,0,0
1651618857758919473,0.0,0.0,0.0,0.0,0.0,0,0
1651618857761396803,0.0,0.0,0.0,0.0,0.0,0,0
1651618857762791586,0.0,0.0,0.0,0.0,0.0,0,0
1651618857764870187,0.0,0.0,0.0,0.0,0.0,0,0
1651618857766978272,0.0,0.0,0.0,0.0,0.0,0,0
1651618857768759303,0.0,0.0,0.0,0.0,0.0,0,0
1651618857771538319,0.0,0.0,0.0,0.0,0.0,0,0
1651618857773082012,0.0,0.0,0.0,0.0,0.0,0,0
1651618857775291554,0.0,0.0,0.0,0.0,0.0,0,0
1651618857776735122,0.0,0.0,0.0,0.0,0.0,0,0
1651618857778650998,0.0,0.0,0.0,0.0,0.0,0,0
1651618857781753666,0.0,0.0,0.0,0.0,0.0,0,0
1651618857783016674,0.0,0.0,0.0,0.0,0.0,0,0
1651618857784642329,0.0,0.0,0.0,0.0,0.0,0,0
1651618857786905291,0.0,0.0,0.0,0.0,0.0,0,0
1651618857788692984,0.0,0.0,0.0,0.0,0.0,0,0
