0.000000000000e+00	-5.000000000000e+00	4.500000000000e+00	1.200000000000e+00	1.000000000000e+00	3.770000000000e-24	1.010000000000e-24	3.890000000000e-25	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
5.183510000000e-02	-4.999874730000e+00	4.499633339000e+00	1.205679729000e+00	9.980916320000e-01	5.831132500000e-02	1.991378600000e-02	3.886721000000e-03	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
1.036700000000e-01	-4.997887206000e+00	4.495196181000e+00	1.221953177000e+00	9.918483980000e-01	7.965164400000e-02	9.894723600000e-02	1.084440900000e-02	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
1.555050000000e-01	-4.988779817000e+00	4.485075223000e+00	1.246975897000e+00	9.795130560000e-01	1.014521320000e-01	1.739647480000e-01	3.940112000000e-03	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
2.073400000000e-01	-4.967779433000e+00	4.467234212000e+00	1.279723730000e+00	9.750849680000e-01	1.797850500000e-01	1.289120690000e-01	-1.738603600000e-02	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
2.591750000000e-01	-4.937352375000e+00	4.437042108000e+00	1.319525224000e+00	9.815618630000e-01	1.390070280000e-01	1.305954010000e-01	-1.351596600000e-02	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
3.110110000000e-01	-4.897184220000e+00	4.396742643000e+00	1.365821657000e+00	9.572373880000e-01	1.404215510000e-01	2.530539440000e-01	-1.352000000000e-03	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
3.628460000000e-01	-4.839568863000e+00	4.346774154000e+00	1.415734267000e+00	9.175648000000e-01	1.393519010000e-01	3.718417740000e-01	2.204388200000e-02	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
4.146810000000e-01	-4.756504084000e+00	4.287996377000e+00	1.464507043000e+00	8.621269100000e-01	1.310117310000e-01	4.887924250000e-01	2.756388600000e-02	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
4.665160000000e-01	-4.641657574000e+00	4.220713750000e+00	1.505862325000e+00	8.328357300000e-01	2.357747490000e-01	4.987804120000e-01	-4.608283400000e-02	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00	0.000000000000e+00
