%time,field.ax,field.ay,field.az,field.gx,field.gy,field.gz
1644287564914018847,-0.029999999329447746,-0.019999999552965164,0.07999999821186066,0.1875,0.125,0.0625
1644287564924418825,-0.029999999329447746,-0.009999999776482582,0.07999999821186066,0.1875,0.125,-0.0625
1644287564933940867,-0.029999999329447746,-0.019999999552965164,0.07999999821186066,0.0,0.0625,0.0625
1644287564943229119,-0.05999999865889549,0.0,0.05000000074505806,0.0625,0.0625,0.0
1644287564953499136,-0.05999999865889549,-0.009999999776482582,0.07999999821186066,0.0625,0.0625,0.0
1644287564963764585,-0.03999999910593033,-0.009999999776482582,0.07000000029802322,-0.125,0.0,-0.0625
1644287564973972121,-0.03999999910593033,-0.009999999776482582,0.09000000357627869,0.0625,0.3125,0.0
1644287564983815366,-0.05000000074505806,0.0,0.07000000029802322,0.0,-0.0625,0.125
1644287564993673412,-0.05000000074505806,-0.019999999552965164,0.05999999865889549,0.1875,0.0,0.0625
1644287565003583390,-0.029999999329447746,0.0,0.07000000029802322,0.1875,0.0,0.0625
1644287565014436639,-0.05999999865889549,-0.009999999776482582,0.09000000357627869,0.1875,0.125,0.125
1644287565023916963,-0.03999999910593033,-0.019999999552965164,0.07000000029802322,0.0,0.125,0.125
1644287565033514083,-0.05000000074505806,0.0,0.07000000029802322,0.0,-0.3125,0.125
1644287565043481361,-0.03999999910593033,-0.009999999776482582,0.07000000029802322,0.0625,-0.0625,0.0
