Landing Trajectory (Tab Delimited)
0	0	0	-2	1	0	0	0	0	0	0	0	0	0
0.01	0	0	-1.99825	1	0	0	0	0	0	0	0	0	0
0.02	0	0	-1.9965	1	0	0	0	0	0	0	0	0	0
0.03	0	0	-1.99475	1	0	0	0	0	0	0	0	0	0
0.04	0	0	-1.993	1	0	0	0	0	0	0	0	0	0
0.05	0	0	-1.99125	1	0	0	0	0	0	0	0	0	0
0.06	0	0	-1.9895	1	0	0	0	0	0	0	0	0	0
0.07	0	0	-1.98775	1	0	0	0	0	0	0	0	0	0
0.08	0	0	-1.986	1	0	0	0	0	0	0	0	0	0
0.09	0	0	-1.98425	1	0	0	0	0	0	0	0	0	0
0.1	0	0	-1.9825	1	0	0	0	0	0	0	0	0	0
0.11	0	0	-1.98075	1	0	0	0	0	0	0	0	0	0
0.12	0	0	-1.979	1	0	0	0	0	0	0	0	0	0
0.13	0	0	-1.97725	1	0	0	0	0	0	0	0	0	0
0.14	0	0	-1.9755	1	0	0	0	0	0	0	0	0	0
0.15	0	0	-1.97375	1	0	0	0	0	0	0	0	0	0
0.16	0	0	-1.972	1	0	0	0	0	0	0	0	0	0
0.17	0	0	-1.97025	1	0	0	0	0	0	0	0	0	0
0.18	0	0	-1.9685	1	0	0	0	0	0	0	0	0	0
0.19	0	0	-1.96675	1	0	0	0	0	0	0	0	0	0
0.2	0	0	-1.965	1	0	0	0	0	0	0	0	0	0
0.21	0	0	-1.96325	1	0	0	0	0	0	0	0	0	0
0.22	0	0	-1.9615	1	0	0	0	0	0	0	0	0	0
0.23	0	0	-1.95975	1	0	0	0	0	0	0	0	0	0
0.24	0	0	-1.958	1	0	0	0	0	0	0	0	0	0
0.25	0	0	-1.95625	1	0	0	0	0	0	0	0	0	0
0.26	0	0	-1.9545	1	0	0	0	0	0	0	0	0	0
0.27	0	0	-1.95275	1	0	0	0	0	0	0	0	0	0
0.28	0	0	-1.951	1	0	0	0	0	0	0	0	0	0
0.29	0	0	-1.94925	1	0	0	0	0	0	0	0	0	0
0.3	0	0	-1.9475	1	0	0	0	0	0	0	0	0	0
0.31	0	0	-1.94575	1	0	0	0	0	0	0	0	0	0
0.32	0	0	-1.944	1	0	0	0	0	0	0	0	0	0
0.33	0	0	-1.94225	1	0	0	0	0	0	0	0	0	0
0.34	0	0	-1.9405	1	0	0	0	0	0	0	0	0	0
0.35	0	0	-1.93875	1	0	0	0	0	0	0	0	0	0
0.36	0	0	-1.937	1	0	0	0	0	0	0	0	0	0
0.37	0	0	-1.93525	1	0	0	0	0	0	0	0	0	0
0.38	0	0	-1.9335	1	0	0	0	0	0	0	0	0	0
0.39	0	0	-1.93175	1	0	0	0	0	0	0	0	0	0
0.4	0	0	-1.93	1	0	0	0	0	0	0	0	0	0
0.41	0	0	-1.92825	1	0	0	0	0	0	0	0	0	0
0.42	0	0	-1.9265	1	0	0	0	0	0	0	0	0	0
0.43	0	0	-1.92475	1	0	0	0	0	0	0	0	0	0
0.44	0	0	-1.923	1	0	0	0	0	0	0	0	0	0
0.45	0	0	-1.92125	1	0	0	0	0	0	0	0	0	0
0.46	0	0	-1.9195	1	0	0	0	0	0	0	0	0	0
0.47	0	0	-1.91775	1	0	0	0	0	0	0	0	0	0
0.48	0	0	-1.916	1	0	0	0	0	0	0	0	0	0
0.49	0	0	-1.91425	1	0	0	0	0	0	0	0	0	0
0.5	0	0	-1.9125	1	0	0	0	0	0	0	0	0	0
0.51	0	0	-1.91075	1	0	0	0	0	0	0	0	0	0
0.52	0	0	-1.909	1	0	0	0	0	0	0	0	0	0
0.53	0	0	-1.90725	1	0	0	0	0	0	0	0	0	0
0.54	0	0	-1.9055	1	0	0	0	0	0	0	0	0	0
0.55	0	0	-1.90375	1	0	0	0	0	0	0	0	0	0
0.56	0	0	-1.902	1	0	0	0	0	0	0	0	0	0
