t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,mu_0,nu_0,tau_0,mu_1,nu_1,tau_1,mu_2,nu_2,tau_2,mu_3,nu_3,tau_3,mu_4,nu_4,tau_4,mu_5,nu_5,tau_5,mu_6,nu_6,tau_6,mu_7,nu_7,tau_7,mu_8,nu_8,tau_8,mu_9,nu_9,tau_9,mu_10,nu_10,tau_10,mu_11,nu_11,tau_11,mu_12,nu_12,tau_12,mu_13,nu_13,tau_13,mu_14,nu_14,tau_14,mu_15,nu_15,tau_15,mu_16,nu_16,tau_16,mu_17,nu_17,tau_17,mu_18,nu_18,tau_18,mu_19,nu_19,tau_19
38.1506,-1.595587009,-2.359869418,3.661517441,0.766937622,-0.334099574,-0.741045869,-0.528988476,10.98696096,20.05676704,-1.168734482,14.99999725,14.99999577,-0.299999754,-32.75655868,23.01827812,-2.667092114,1.88E-05,-578.7583561,11.57516098,6.879257849,6.685980034,4.953569599,4.75329194,0.00031359,7.51E-06,0.043711044,0.000750112,1.56E-05,0.04499735,0.00098494,2.32E-05,0.044995221,0.001153819,2.84E-05,0.044956332,0.001350432,3.37E-05,0.044969852,0.001623243,3.72E-05,0.044983677,0.001872946,4.17E-05,0.044995731,0.002061163,4.29E-05,0.04371282,0.002421591,4.49E-05,0.04504871,0.00249213,7.49E-05,0.045113542,0.002597779,0.000116728,0.044969091,0.002744576,0.000193522,0.045012408,0.004319705,0.000169346,0.045074252,0.004779885,0.000108361,0.046091774,0.914712682,0.013559271,0.089645073,0.94975702,4.84E-05,0.045356669,0.949850081,7.98E-05,0.05992399,0.949967503,0.000175314,0.044981894,0.950092223,0.000266814,0.04509841,0.956659074,0.000205177,0.048036346
38.2025,-1.065945214,-1.283929017,3.599109598,0.808798137,0.016862655,-0.903130446,-0.244859976,9.289021683,21.24992163,-1.306983451,14.99999822,-14.99999768,0.299999796,-7.101349711,-0.510237579,-11.98876988,5.46E-06,578.7584138,-11.57516108,2.92E-06,0.200280627,1.932691251,2.125969022,0.000306208,7.38E-06,0.03187016,0.000734042,1.61E-05,0.044996449,0.000961858,2.31E-05,0.044994671,0.001125694,2.81E-05,0.044973369,0.001316799,3.36E-05,0.044979754,0.001585431,3.78E-05,0.04497899,0.001829019,4.39E-05,0.044992923,0.002015834,4.53E-05,0.031717437,0.002368697,5.29E-05,0.045062597,0.002412624,7.95E-05,0.045130141,0.00248152,0.000116259,0.044989685,0.002573896,0.00017068,0.045036184,0.004110991,0.000208714,0.045097521,0.00464596,0.000133925,0.046664006,0.010678364,0.904034318,0.08999993,0.949700305,5.67E-05,0.045484515,0.949765704,8.44E-05,0.061286974,0.949824833,0.000142669,0.044998272,0.949893084,0.00019914,0.045096441,0.956408451,0.000250623,0.049495581
38.2543,-0.594168615,-0.181885473,3.515543166,0.754780159,0.278731002,-0.927264051,0.155191106,8.920922557,21.22347342,-1.928422458,14.9999985,14.99999876,-0.29999976,-4.605657663,-5.792077256,-10.69874582,-8.78E-07,-578.7582348,11.57516062,2.125967419,1.932689676,0.20027964,1.92E-06,0.000298827,7.38E-06,0.044546932,0.000717634,1.64E-05,0.044995363,0.000939076,2.28E-05,0.044994392,0.001097978,2.77E-05,0.044982611,0.001283486,3.33E-05,0.044986213,0.001547382,3.80E-05,0.044974993,0.001783417,4.56E-05,0.044989132,0.001967933,4.79E-05,0.044550851,0.002306301,6.24E-05,0.045077102,0.002331007,8.16E-05,0.045142315,0.002372839,0.000108681,0.045002936,0.002433331,0.000140565,0.045050906,0.00386886,0.000242131,0.045117139,0.004477348,0.000168612,0.047628316,0.006112569,0.004565795,0.08697511,0.949633511,6.68E-05,0.045662673,0.949679389,8.63E-05,0.061858535,0.949706329,0.000118504,0.045008026,0.949739421,0.000153663,0.045099211,0.956119043,0.000289409,0.050941953
38.3061,-0.138948457,0.911246914,3.40124776,0.598167742,0.589031402,-0.786225133,0.457845553,8.682187862,20.92324055,-2.482992946,14.99999846,-14.9999884,0.299999772,1.017480728,-6.908943539,-12.4255096,1.21E-06,578.7582275,-11.5750766,2.76E-06,0.200279019,1.932690383,2.12596673,0.000291522,7.30E-06,0.044860626,0.000701004,1.66E-05,0.044994046,0.000916734,2.23E-05,0.044994337,0.001070853,2.71E-05,0.044988185,0.001250786,3.27E-05,0.044990584,0.001509427,3.80E-05,0.044972717,0.001736826,4.66E-05,0.044984278,0.001917696,5.02E-05,0.044865137,0.002232959,7.33E-05,0.045083549,0.002249283,8.17E-05,0.0451539,0.002273836,9.90E-05,0.045014386,0.002318851,0.00011448,0.045059352,0.003608702,0.000260159,0.045125188,0.004263641,0.000213707,0.04919321,0.004730533,0.001382037,0.067462867,0.949554395,7.91E-05,0.045912792,0.94959331,8.61E-05,0.061781765,0.949603646,0.000102683,0.045017878,0.949616567,0.000122854,0.045114517,0.955807712,0.000311331,0.051833712
38.358,0.311194215,1.986403439,3.255665024,0.308885039,0.732394299,-0.580953625,0.751309431,8.734929071,20.56511482,-3.127070397,14.99999852,14.99999839,-0.299995405,20.23174445,-34.52535801,1.370108843,-570.5043925,-1.14E-05,0.00015163,4.966893868,6.879053523,6.879205851,4.967041041,0.000284302,7.22E-06,0.044932917,0.000684256,1.67E-05,0.044992447,0.000894937,2.18E-05,0.044994474,0.001044512,2.63E-05,0.044991814,0.001219029,3.18E-05,0.044993664,0.001471869,3.76E-05,0.044972897,0.001689873,4.70E-05,0.044978413,0.001865509,5.22E-05,0.044937903,0.002148775,8.42E-05,0.045065677,0.00216928,8.00E-05,0.045161136,0.002183714,9.01E-05,0.045030514,0.002225175,9.37E-05,0.045062281,0.003352593,0.000256109,0.045116791,0.003994645,0.000268996,0.05154195,0.004066622,0.000663911,0.051903392,0.949460171,9.42E-05,0.046267501,0.949509324,8.40E-05,0.061128691,0.949511959,9.17E-05,0.045034125,0.949515333,0.000101234,0.045161702,0.955498635,0.000309076,0.05174132
38.4098,0.793727038,3.005377439,3.088758547,0.471892077,0.37066411,-0.445337716,0.988023453,9.783643434,18.77548966,-3.056050677,-14.57214996,14.9999978,-0.299987545,-7.629041214,-35.03393796,9.958380765,-8.253859631,-578.7583517,11.57440361,6.879244999,6.713492669,4.98111903,4.753341637,0.000277173,7.13E-06,0.044960257,0.000667475,1.68E-05,0.044990475,0.000873732,2.12E-05,0.044994693,0.001019135,2.54E-05,0.044994287,0.001188528,3.05E-05,0.044995884,0.001434942,3.69E-05,0.044974873,0.001643167,4.67E-05,0.04497269,0.001812073,5.34E-05,0.044965765,0.002056836,9.19E-05,0.045037012,0.002092504,7.68E-05,0.045136738,0.002103535,8.02E-05,0.045056158,0.002147757,7.74E-05,0.0450593,0.003116454,0.000236139,0.045098404,0.00367137,0.000323275,0.05411836,0.003672505,0.000394117,0.047732052,0.94934713,0.000113041,0.046792033,0.949428225,8.11E-05,0.060101084,0.949428262,8.37E-05,0.045089656,0.94943005,8.53E-05,0.045335158,0.955209512,0.000289123,0.050934561
38.4616,1.296334455,3.932454914,2.947626105,0.529236118,0.144090714,-0.798815365,0.772031632,9.38819137,16.95950222,-2.53985708,-14.99998954,-14.99999543,0.299972747,-1.664575871,-7.069974566,-11.44941516,578.7582464,-2.60E-05,-11.57447663,1.925731347,0.193309319,4.29E-05,2.125997141,0.00027014,7.03E-06,0.044973167,0.000650742,1.67E-05,0.044988124,0.000853137,2.06E-05,0.044994949,0.000994825,2.43E-05,0.04499599,0.001159491,2.90E-05,0.044997478,0.001398845,3.61E-05,0.044977798,0.001597245,4.59E-05,0.044969191,0.001758426,5.36E-05,0.0449792,0.001965745,9.11E-05,0.045013972,0.002020538,7.20E-05,0.045088043,0.002034321,6.92E-05,0.045076954,0.002082614,6.51E-05,0.045053264,0.002908525,0.000207929,0.045076833,0.003351311,0.000320059,0.045277064,0.003401151,0.000271354,0.052605457,0.949211488,0.000135642,0.047547696,0.949350577,7.76E-05,0.047597557,0.949352839,7.54E-05,0.056268752,0.949357945,7.21E-05,0.04553456,0.954949711,0.000259801,0.049826981
38.5135,1.779785318,4.802074152,2.80145214,0.148838882,0.387962948,-0.944838391,0.686188873,9.301907925,16.59302942,-3.133338584,14.99999823,-14.99999678,-0.29999133,19.88473581,-36.18842591,-14.07186505,-2.22E-05,578.7583263,-0.000109303,4.939578018,4.939579983,6.879253291,6.879255043,0.000263204,6.94E-06,0.044980426,0.00063412,1.66E-05,0.044985409,0.000833189,1.99E-05,0.044995268,0.000971653,2.32E-05,0.044997215,0.001132036,2.75E-05,0.044998635,0.001363762,3.51E-05,0.044981111,0.001552438,4.48E-05,0.044968337,0.001705909,5.25E-05,0.044986903,0.001886605,7.91E-05,0.044999144,0.001955004,6.55E-05,0.045050238,0.001975065,5.93E-05,0.045076541,0.002026792,5.58E-05,0.045046797,0.002731936,0.000176589,0.045056179,0.003082937,0.000268374,0.045066735,0.003201554,0.000199597,0.049288259,0.94904959,0.000161898,0.048592619,0.949276793,7.38E-05,0.047110675,0.949289011,6.38E-05,0.053408778,0.949296299,6.16E-05,0.045467666,0.954723067,0.000226644,0.048697893
38.5653,2.285228453,5.61238929,2.613954634,-0.037494547,0.376673629,-0.629224494,0.998931559,10.33263506,14.71719899,-3.862755024,14.99999708,14.99999513,-0.299996996,9.021798179,-33.21123887,12.81049313,-578.7579178,-43.54877647,-3.69E-05,4.940375965,6.879260458,6.734098672,4.795215435,0.000256369,6.83E-06,0.044985004,0.000617647,1.65E-05,0.044982104,0.000813879,1.93E-05,0.044995573,0.000949672,2.20E-05,0.04499813,0.001106218,2.58E-05,0.044999484,0.001329804,3.40E-05,0.044984076,0.00150902,4.34E-05,0.044970389,0.001655733,5.02E-05,0.044991785,0.0018203,6.63E-05,0.044990461,0.00189631,5.87E-05,0.045028771,0.001923968,5.11E-05,0.045066349,0.00197824,4.86E-05,0.045040884,0.002583325,0.000148611,0.045040018,0.002878833,0.000204103,0.045016567,0.003047204,0.00015435,0.047606552,0.948855564,0.000194027,0.050102103,0.949206718,7.01E-05,0.046867031,0.949233998,5.50E-05,0.051329301,0.949242726,5.36E-05,0.045394368,0.954526196,0.00019687,0.047804097
38.6171,2.839187421,6.331064319,2.428959089,0.149161695,-0.022825018,-0.615912521,1.065682898,10.80028081,12.99569132,-3.198721915,-14.99997365,12.74264023,-0.29999891,-10.97369414,-35.67857467,1.542919625,329.3031186,-532.0067224,-2.00E-06,6.879260542,5.780862386,4.002998466,5.101396689,0.000249638,6.73E-06,0.044988024,0.000601347,1.63E-05,0.044977966,0.00079516,1.87E-05,0.044995815,0.00092887,2.08E-05,0.044998809,0.001082,2.42E-05,0.045000098,0.001297011,3.28E-05,0.044986452,0.00146722,4.18E-05,0.044974684,0.001608553,4.72E-05,0.044994962,0.001763274,5.70E-05,0.044983816,0.001843965,5.23E-05,0.045017079,0.001879289,4.47E-05,0.045055385,0.001935387,4.29E-05,0.045035922,0.00245718,0.000126146,0.045028661,0.002717488,0.000161346,0.045005298,0.002922717,0.000124487,0.046712933,0.94862113,0.000234433,0.052320633,0.949139716,6.70E-05,0.046692634,0.94918574,4.83E-05,0.049893071,0.949195448,4.73E-05,0.045334122,0.954353379,0.000172817,0.047168946
38.669,3.384269019,6.957824122,2.26798093,0.111659723,-0.02705424,-0.788716951,0.950056311,10.23145835,11.14628907,-3.118744533,2.069484259,-14.83397792,-0.299999014,4.777704318,-44.46192394,0.009751253,-1.446889702,305.9601664,6.51E-05,5.857982464,5.857971339,6.879251974,6.879260885,0.000243008,6.63E-06,0.044990067,0.000585245,1.61E-05,0.044973219,0.000777,1.82E-05,0.044996026,0.000909154,1.97E-05,0.0449993,0.00105923,2.28E-05,0.04500053,0.001265404,3.16E-05,0.044988375,0.001427084,4.01E-05,0.044979106,0.001564464,4.41E-05,0.044997036,0.00171291,5.04E-05,0.0449777,0.001797365,4.66E-05,0.045010456,0.001839526,3.98E-05,0.045046374,0.00189692,3.85E-05,0.045032075,0.00234908,0.0001081,0.045020772,0.002580985,0.000136503,0.045004153,0.002818442,0.000104274,0.046211483,0.948340208,0.000280922,0.055215793,0.949075465,6.43E-05,0.046549099,0.949142598,4.31E-05,0.04891324,0.949153009,4.24E-05,0.045288833,0.954200218,0.000153161,0.046709073
38.7208,3.917310561,7.475591527,2.105748074,-0.025142149,0.151649061,-0.745073809,0.979259529,10.4791111,8.841601086,-3.118239075,1.994484596,1.025495887,-0.299995638,9.601539537,-46.21151096,4.010669604,-48.9146969,-0.154890882,0.000120781,6.715500772,6.879261117,6.879255578,6.715491126,0.000236477,6.53E-06,0.044991485,0.000569357,1.59E-05,0.044967771,0.000759346,1.77E-05,0.04499618,0.00089039,1.88E-05,0.044999653,0.001037696,2.15E-05,0.04500083,0.001234935,3.05E-05,0.044989809,0.001388542,3.85E-05,0.044982908,0.001523222,4.12E-05,0.0449984,0.001667398,4.55E-05,0.044971414,0.001755505,4.19E-05,0.045006581,0.001803505,3.60E-05,0.04503952,0.001861779,3.51E-05,0.045029247,0.002254674,9.44E-05,0.045015377,0.002460266,0.000120719,0.04500591,0.002728209,9.02E-05,0.045913395,0.9480058,0.000334408,0.0588013,0.949013379,6.21E-05,0.04644183,0.949103328,3.93E-05,0.048238185,0.949114248,3.88E-05,0.045256171,0.954061972,0.000138246,0.04639615
38.7726,4.473913873,7.871780153,1.949010331,-0.000913166,0.130722995,-0.725749116,0.996951673,10.9768078,6.446223099,-2.910345642,-0.541013287,1.017467104,-0.299989377,7.358049608,-47.02061408,4.247133743,0.140939752,-12.58709387,0.000590303,6.879257274,6.879261275,6.836938624,6.836914553,0.000230044,6.43E-06,0.044992507,0.000553681,1.57E-05,0.044960841,0.00074212,1.72E-05,0.044996248,0.000872452,1.79E-05,0.044999911,0.001017211,2.05E-05,0.045001041,0.001205507,2.94E-05,0.044990802,0.001351508,3.70E-05,0.044986147,0.001484484,3.87E-05,0.044999317,0.001625446,4.20E-05,0.04496393,0.001717265,3.82E-05,0.04500418,0.001770389,3.31E-05,0.045034308,0.001829213,3.26E-05,0.045027142,0.002170439,8.42E-05,0.045011529,0.002351359,0.000108907,0.045008631,0.00264811,8.01E-05,0.04572409,0.947603165,0.000402635,0.06337488,0.948952597,6.08E-05,0.046378558,0.949067054,3.63E-05,0.047756799,0.949078344,3.59E-05,0.045232245,0.95393438,0.000127592,0.046191872
38.8245,5.053213649,8.142887006,1.804082163,0.021620707,0.118453112,-0.738435503,0.988902504,11.35821299,4.008905176,-2.690195068,-0.533707661,0.365013917,-0.299958779,6.014266716,-47.65754307,3.187746696,0.07054614,-1.345956383,-0.000292964,6.879260186,6.879261079,6.874397348,6.874406415,0.000223703,6.34E-06,0.044993256,0.000538213,1.55E-05,0.04495144,0.000725245,1.69E-05,0.04499623,0.000855211,1.72E-05,0.045000099,0.000997593,1.96E-05,0.045001191,0.001177013,2.85E-05,0.044991448,0.001315853,3.57E-05,0.044988802,0.001447866,3.66E-05,0.044999937,0.001586148,3.93E-05,0.044954144,0.001681724,3.55E-05,0.04500256,0.001739532,3.09E-05,0.045030353,0.001798639,3.06E-05,0.045025613,0.002093913,7.65E-05,0.045008561,0.002252097,9.93E-05,0.045011533,0.002575454,7.27E-05,0.045598982,0.947107729,0.000495436,0.068922328,0.948892249,6.03E-05,0.04635607,0.949033102,3.40E-05,0.047408499,0.949044661,3.37E-05,0.045214969,0.953814082,0.000120298,0.046061323
38.8763,5.650280888,8.286763693,1.669175642,0.037251612,0.115412801,-0.750842649,0.979408633,11.66996307,1.538571979,-2.52495792,-0.530050896,0.295246142,-0.299973965,5.018414168,-48.0889399,2.037392297,0.063811689,0.106516596,-0.000238041,6.879260774,6.879260709,6.87924186,6.879250019,0.000217452,6.25E-06,0.044993809,0.000522948,1.53E-05,0.044937701,0.000708646,1.66E-05,0.044996124,0.000838544,1.67E-05,0.045000236,0.000978676,1.89E-05,0.045001297,0.001149338,2.77E-05,0.044991811,0.00128143,3.44E-05,0.044990951,0.001412996,3.49E-05,0.045000356,0.001548847,3.73E-05,0.044940129,0.00164816,3.36E-05,0.045001361,0.001710422,2.91E-05,0.045027349,0.001769586,2.91E-05,0.045024561,0.002023417,7.05E-05,0.045006072,0.002161112,9.10E-05,0.045014314,0.002508313,6.71E-05,0.04551396,0.946476302,0.000631428,0.075022767,0.948831448,6.08E-05,0.04637394,0.949000939,3.22E-05,0.047154694,0.949012688,3.20E-05,0.04520295,0.953698339,0.000115744,0.045983726
38.9282,6.262156896,8.301997782,1.541289642,0.052239928,0.113158423,-0.762954162,0.96957767,11.93009303,-0.954122712,-2.4193495,-0.526743211,0.30076744,-0.299986304,4.015907252,-48.45028362,0.891268058,0.064361685,0.109216006,-8.27E-05,6.879260756,6.879260136,6.879255241,6.879258673,0.000211285,6.17E-06,0.044994219,0.000507876,1.51E-05,0.044915577,0.000692254,1.64E-05,0.044995923,0.000822337,1.62E-05,0.045000334,0.000960307,1.84E-05,0.045001374,0.001122374,2.70E-05,0.044991934,0.001248093,3.33E-05,0.044992709,0.00137954,3.35E-05,0.045000635,0.001513051,3.58E-05,0.044917805,0.001616004,3.22E-05,0.045000381,0.001682651,2.78E-05,0.045025058,0.001741676,2.79E-05,0.045023903,0.001957866,6.56E-05,0.045003821,0.002077463,8.36E-05,0.04501686,0.002445276,6.30E-05,0.045454995,0.945625249,0.000851053,0.080855475,0.948769236,6.22E-05,0.046435892,0.948970139,3.08E-05,0.046969347,0.948982011,3.07E-05,0.045195154,0.953584818,0.000113521,0.045947049
38.98,6.886177937,8.187525943,1.41733465,0.067313205,0.11073341,-0.77473992,0.959530536,12.13825796,-3.46554769,-2.373150537,-0.523407017,0.306428662,-0.299990592,2.97844322,-48.760319,-0.238417526,0.065377609,0.109572639,-2.77E-05,6.879260135,6.879259166,6.879258744,6.879260657,0.0002052,6.09E-06,0.044994522,0.000492992,1.49E-05,0.044875027,0.000676007,1.62E-05,0.044995614,0.000806488,1.58E-05,0.045000403,0.000942353,1.80E-05,0.045001429,0.001096022,2.64E-05,0.044991845,0.001215715,3.24E-05,0.044994177,0.001347217,3.23E-05,0.045000816,0.001478382,3.47E-05,0.044877106,0.001584809,3.12E-05,0.044999495,0.001655891,2.68E-05,0.045023302,0.001714597,2.71E-05,0.045023574,0.001896638,6.12E-05,0.045001673,0.002000446,7.70E-05,0.045019125,0.00238529,6.00E-05,0.045413606,0.944370135,0.001255113,0.08550497,0.948704528,6.47E-05,0.046550692,0.948940357,2.98E-05,0.046834875,0.948952292,2.97E-05,0.04519085,0.953471446,0.000113371,0.045944869
39.0318,7.519603117,7.942446104,1.294252825,0.082470059,0.108139257,-0.786193896,0.949272089,12.29264584,-5.99304338,-2.385508931,-0.520018162,0.31210837,-0.29999203,1.907580727,-49.01856452,-1.349745467,0.066481351,0.109973372,-9.21E-06,6.879257468,6.879256488,6.879260108,6.879261402,0.000199192,6.01E-06,0.044994744,0.000478288,1.47E-05,0.044784619,0.00065985,1.62E-05,0.044995175,0.000790906,1.56E-05,0.04500045,0.000924698,1.77E-05,0.045001468,0.001070201,2.58E-05,0.044991561,0.0011842,3.15E-05,0.044995436,0.001315794,3.14E-05,0.045000925,0.001444548,3.38E-05,0.044786583,0.001554218,3.06E-05,0.044998616,0.001629873,2.60E-05,0.045021953,0.00168809,2.65E-05,0.045023522,0.001839453,5.72E-05,0.044999573,0.001929517,7.09E-05,0.045021079,0.00232756,5.77E-05,0.045384396,0.942208276,0.00216186,0.088428182,0.948636029,6.85E-05,0.046734446,0.948911309,2.90E-05,0.04673915,0.94892325,2.90E-05,0.045189529,0.953356303,0.000115143,0.045974541
39.0837,8.159599664,7.565994709,1.169033078,0.097707936,0.105379191,-0.797309856,0.938807291,12.39152547,-8.533925251,-2.455473114,-0.516572095,0.31780885,-0.299992508,0.497291608,-49.04664297,-2.391515327,0.144199986,14.24707222,-8.19E-05,6.832129576,6.832131239,6.87926064,6.879261762,0.000193258,5.93E-06,0.044994905,0.000463763,1.45E-05,0.044495375,0.000643738,1.61E-05,0.044994574,0.000775514,1.54E-05,0.04500048,0.000907241,1.75E-05,0.045001492,0.001044847,2.54E-05,0.044991092,0.001153495,3.07E-05,0.044996547,0.001285091,3.07E-05,0.045000981,0.001411322,3.32E-05,0.044497188,0.001523944,3.03E-05,0.044997668,0.001604377,2.55E-05,0.045020908,0.00166194,2.62E-05,0.045023698,0.001786218,5.32E-05,0.044997519,0.001864253,6.53E-05,0.045022698,0.002271494,5.61E-05,0.045363691,0.937092453,0.005115823,0.089714997,0.948562124,7.39E-05,0.047014917,0.948882761,2.85E-05,0.046673479,0.948894647,2.86E-05,0.04519083,0.953237565,0.000118738,0.046035862
39.1355,8.803037763,7.057778887,1.038731251,0.120615861,0.093569481,-0.806995188,0.929068932,12.41730263,-11.07626257,-2.579437534,-0.509097476,1.056307169,-0.299996755,-4.022036111,-47.29216837,-1.269493602,69.22974974,110.3617239,11.57479784,6.708581026,6.280377067,6.844601205,6.879262037,0.000187397,5.86E-06,0.044995024,0.000449427,1.43E-05,0.04192349,0.000627633,1.61E-05,0.04499376,0.000760247,1.53E-05,0.045000494,0.000889899,1.73E-05,0.045001505,0.001019915,2.49E-05,0.044990452,0.001123604,2.99E-05,0.044997548,0.001254984,3.01E-05,0.045000995,0.001378539,3.28E-05,0.041921691,0.001493757,3.02E-05,0.044996577,0.001579227,2.52E-05,0.045020087,0.001635968,2.60E-05,0.045024052,0.001736872,4.93E-05,0.044995539,0.001804318,5.99E-05,0.045023955,0.002216669,5.48E-05,0.045348759,0.901205393,0.03588706,0.089994198,0.948480706,8.14E-05,0.047439395,0.948854521,2.82E-05,0.046631263,0.948866288,2.84E-05,0.045194473,0.953113525,0.00012404,0.046129572
39.1873,9.443221992,6.419661483,0.902140758,0.199113239,0.003710365,-0.758819302,0.960334902,12.20882001,-13.52765654,-2.645241854,3.079433069,6.776917435,0.299983973,-17.44775538,-42.42245501,6.797619751,-44.72873791,44.73001165,-10.26678268,6.556017651,6.879260381,6.853433942,6.879261823,0.000181607,5.79E-06,0.044995114,0.000435328,1.41E-05,0.031809153,0.000611509,1.61E-05,0.044992662,0.000745053,1.52E-05,0.045000495,0.000872605,1.73E-05,0.045001505,0.000995378,2.45E-05,0.044989666,0.001094586,2.90E-05,0.044998459,0.001225399,2.96E-05,0.045000978,0.00134611,3.24E-05,0.03175542,0.001463479,3.03E-05,0.044995252,0.001554278,2.49E-05,0.045019422,0.00161003,2.59E-05,0.045024527,0.001691262,4.56E-05,0.044993666,0.001749412,5.49E-05,0.045024851,0.002162806,5.39E-05,0.045337523,0.012738802,0.888466591,0.090000001,0.948388958,9.17E-05,0.048087566,0.94882643,2.81E-05,0.046607561,0.948838008,2.83E-05,0.045200257,0.95298271,0.000130815,0.046255123
39.2392,10.0563339,5.659258687,0.772526973,0.346284076,-0.185513911,-0.65455011,0.977221816,11.30441398,-15.72662845,-2.292886599,0.760914761,9.095501767,-0.232195667,-34.15907992,-28.72804192,11.03076942,8.330569706,-6.856185441,-1.308021284,6.879261256,6.879261698,6.834782622,6.879254903,0.000175887,5.72E-06,0.044995178,0.000421347,1.40E-05,0.044378989,0.000595352,1.62E-05,0.044991178,0.000729879,1.52E-05,0.045000483,0.000855296,1.73E-05,0.045001492,0.000971215,2.42E-05,0.044988759,0.001066513,2.81E-05,0.04499927,0.001196266,2.91E-05,0.045000932,0.001313819,3.23E-05,0.0443807,0.001432975,3.05E-05,0.044993582,0.001529389,2.49E-05,0.0450189,0.001583983,2.60E-05,0.045025104,0.001649059,4.22E-05,0.044991916,0.001699103,5.03E-05,0.04502552,0.002109652,5.32E-05,0.045329512,0.006411361,0.006327441,0.089813479,0.94828304,0.000105918,0.049094313,0.948798328,2.81E-05,0.046602163,0.948809645,2.84E-05,0.045208432,0.952843872,0.000138838,0.046412266
39.291,10.59956246,4.801475799,0.668143924,0.49864724,-0.390927492,-0.534554354,0.922226017,9.533774881,-17.21574919,-1.721105636,1.19273062,8.740110754,-0.299997072,-42.71686645,-10.03535616,10.95459668,1.385654017,-82.43959642,1.98E-05,6.879258934,6.87926218,6.605326615,6.605322697,0.000170235,5.65E-06,0.044995208,0.000407561,1.38E-05,0.044808901,0.000579159,1.62E-05,0.044989173,0.000714658,1.52E-05,0.045000455,0.000837893,1.74E-05,0.045001465,0.000947403,2.38E-05,0.044987748,0.001039396,2.71E-05,0.044999964,0.001167486,2.88E-05,0.045000855,0.00128166,3.22E-05,0.044810792,0.001402153,3.08E-05,0.044991427,0.001504384,2.50E-05,0.045018543,0.001557659,2.63E-05,0.045025799,0.001609757,3.93E-05,0.04499028,0.001652734,4.64E-05,0.045026251,0.002056873,5.28E-05,0.045325579,0.004494776,0.001916585,0.088010231,0.948157777,0.000125263,0.050674844,0.948770021,2.83E-05,0.046618594,0.948781007,2.86E-05,0.045219748,0.952695911,0.00014796,0.046602094
39.3428,11.03733453,3.891978041,0.593738527,0.602207648,-0.52178564,-0.415639851,0.854423827,7.319542118,-17.73593282,-1.153273094,1.264556126,4.466846573,-0.299996048,-44.29357037,1.963169445,10.61405989,-18.32425395,-57.05440321,4.89E-05,6.816091239,6.879262312,6.689636413,6.626463678,0.000164649,5.59E-06,0.044995202,0.000393979,1.36E-05,0.044907906,0.000562938,1.62E-05,0.044986494,0.000699327,1.53E-05,0.045000411,0.000820323,1.76E-05,0.04500142,0.000923909,2.35E-05,0.044986672,0.001013163,2.62E-05,0.045000539,0.001138948,2.85E-05,0.045000746,0.001249565,3.21E-05,0.044909873,0.001370961,3.12E-05,0.044988631,0.001479088,2.53E-05,0.045018331,0.001530886,2.68E-05,0.04502657,0.001572759,3.70E-05,0.044988762,0.00160954,4.32E-05,0.045027328,0.002004109,5.28E-05,0.045325971,0.003568919,0.000925857,0.08212217,0.948006477,0.0001513,0.053128627,0.948741308,2.87E-05,0.046657736,0.948751896,2.91E-05,0.045234749,0.952538095,0.000157817,0.04682051
39.3947,11.35722679,2.973525315,0.548305414,0.649657796,-0.57070557,-0.354282963,0.815127609,5.02358076,-17.63417174,-0.603092308,0.314716711,1.509426253,-0.299993513,-44.83657077,7.249082042,10.51379145,0.308086714,-1.101796141,0.000218269,6.879256452,6.879262363,6.875819338,6.875806006,0.000159128,5.52E-06,0.044995161,0.000380606,1.34E-05,0.044945027,0.000546706,1.62E-05,0.044982933,0.000683833,1.55E-05,0.04500035,0.000802524,1.78E-05,0.045001355,0.000900695,2.32E-05,0.044985574,0.000987697,2.55E-05,0.045001013,0.001110557,2.84E-05,0.045000606,0.001217461,3.21E-05,0.044947088,0.001339358,3.16E-05,0.044984986,0.001453343,2.57E-05,0.045018219,0.001503515,2.74E-05,0.045027309,0.001537448,3.53E-05,0.044987367,0.001568816,4.07E-05,0.045028934,0.001951025,5.31E-05,0.045330413,0.003012157,0.000556761,0.071968791,0.947820365,0.000186112,0.056823976,0.948712002,2.93E-05,0.046718469,0.948722128,2.98E-05,0.04525377,0.952370094,0.000168001,0.047060681
