%time,field.data
1646148439323365932,time:1646148439.3228045, thrl:0.082550048828125, r:-0.12261962890625, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148439344520248,time:1646148439.344016, thrl:0.03564453125, r:-0.12261962890625, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148439362557086,time:1646148439.362181, thrl:0.01904296875, r:-0.12261962890625, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148439382747474,time:1646148439.3822927, thrl:0.00830078125, r:-0.12261962890625, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148439402554113,time:1646148439.402182, thrl:0.00830078125, r:-0.12261962890625, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148439423723174,time:1646148439.423304, thrl:0.00634765625, r:-0.10504150390625, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148439443529005,time:1646148439.4429471, thrl:0.00634765625, r:-0.10504150390625, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148439462682970,time:1646148439.4622395, thrl:0.00537109375, r:-0.10504150390625, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148439483182399,time:1646148439.482636, thrl:0.00439453125, r:-0.10504150390625, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148439502358697,time:1646148439.5020628, thrl:-0.07086181640625, r:-0.08453369140625, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148439523205583,time:1646148439.5227678, thrl:-0.132415771484375, r:-0.060089111328125, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148439543890067,time:1646148439.5434773, thrl:-0.1959228515625, r:-0.038604736328125, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148439564139613,time:1646148439.5628889, thrl:-0.258453369140625, r:-0.022979736328125, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148439582609184,time:1646148439.5823455, thrl:-0.35125732421875, r:-0.022979736328125, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148439602758146,time:1646148439.602501, thrl:-0.407928466796875, r:-0.008331298828125, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148439622678949,time:1646148439.6223807, thrl:-0.445037841796875, r:-0.008331298828125, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148439643818445,time:1646148439.6436079, thrl:-0.474365234375, r:-0.008331298828125, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148439663064082,time:1646148439.6628478, thrl:-0.492919921875, r:-0.008331298828125, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148439683271564,time:1646148439.6827457, thrl:-0.510498046875, r:-0.008331298828125, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148439702224433,time:1646148439.701963, thrl:-0.510498046875, r:-0.007354736328125, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148439722334175,time:1646148439.7221076, thrl:-0.526153564453125, r:-0.007354736328125, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148439742728753,time:1646148439.7425146, thrl:-0.544708251953125, r:-0.007354736328125, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148439762575795,time:1646148439.7622888, thrl:-0.544708251953125, r:-0.006378173828125, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148439782531258,time:1646148439.782272, thrl:-0.558380126953125, r:-0.006378173828125, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148439802916158,time:1646148439.8026664, thrl:-0.558380126953125, r:-0.006378173828125, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148439823034389,time:1646148439.8227022, thrl:-0.558380126953125, r:-0.006378173828125, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148439843209535,time:1646148439.842864, thrl:-0.544708251953125, r:-0.006378173828125, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148439862747594,time:1646148439.8623898, thrl:-0.504638671875, r:-0.011260986328125, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148439886104089,time:1646148439.885496, thrl:-0.470458984375, r:-0.030792236328125, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148439903152080,time:1646148439.902717, thrl:-0.428436279296875, r:-0.052276611328125, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148439922581361,time:1646148439.9222667, thrl:-0.393280029296875, r:-0.07086181640625, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148439944101013,time:1646148439.9437764, thrl:-0.32684326171875, r:-0.08941650390625, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148439963375968,time:1646148439.9630258, thrl:-0.280914306640625, r:-0.10601806640625, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148439982799529,time:1646148439.9824553, thrl:-0.2359619140625, r:-0.12457275390625, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148440002747437,time:1646148440.0024498, thrl:-0.189056396484375, r:-0.141204833984375, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148440022783239,time:1646148440.0222166, thrl:-0.131439208984375, r:-0.157806396484375, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148440043797744,time:1646148440.0434988, thrl:-0.11383056640625, r:-0.157806396484375, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148440062296678,time:1646148440.0619125, thrl:-0.08551025390625, r:-0.173431396484375, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148440082541761,time:1646148440.082185, thrl:-0.062042236328125, r:-0.173431396484375, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148440102498908,time:1646148440.1022816, thrl:-0.026885986328125, r:-0.173431396484375, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148440123201534,time:1646148440.1229827, thrl:-0.006378173828125, r:-0.173431396484375, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148440142726045,time:1646148440.1424246, thrl:-0.006378173828125, r:-0.174407958984375, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148440162413403,time:1646148440.1621368, thrl:-0.006378173828125, r:-0.174407958984375, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148440185382632,time:1646148440.1847851, thrl:-0.006378173828125, r:-0.174407958984375, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148440203498232,time:1646148440.203147, thrl:0.01708984375, r:-0.174407958984375, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148440222417627,time:1646148440.2220583, thrl:0.065948486328125, r:-0.174407958984375, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148440243609620,time:1646148440.2426066, thrl:0.080596923828125, r:-0.174407958984375, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148440263310108,time:1646148440.262928, thrl:0.107940673828125, r:-0.174407958984375, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148440282694988,time:1646148440.2821515, thrl:0.122589111328125, r:-0.158782958984375, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148440302615405,time:1646148440.302322, thrl:0.13629150390625, r:-0.158782958984375, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148440326569508,time:1646148440.3260868, thrl:0.14996337890625, r:-0.158782958984375, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148440343175790,time:1646148440.3429182, thrl:0.14996337890625, r:-0.158782958984375, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148440363243430,time:1646148440.363027, thrl:0.14996337890625, r:-0.158782958984375, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148440382699430,time:1646148440.3824866, thrl:0.13531494140625, r:-0.158782958984375, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148440402596459,time:1646148440.4023802, thrl:0.117706298828125, r:-0.158782958984375, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148440423014537,time:1646148440.422806, thrl:0.086456298828125, r:-0.158782958984375, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148440443250819,time:1646148440.44297, thrl:0.05224609375, r:-0.158782958984375, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148440462568125,time:1646148440.4621499, thrl:0.01318359375, r:-0.158782958984375, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148440482179288,time:1646148440.4819682, thrl:0.01318359375, r:-0.158782958984375, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148440502377689,time:1646148440.5020077, thrl:0.01025390625, r:-0.158782958984375, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148440525257736,time:1646148440.5248628, thrl:-0.007354736328125, r:-0.158782958984375, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148440543323519,time:1646148440.5422177, thrl:-0.059112548828125, r:-0.158782958984375, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148440562370556,time:1646148440.561998, thrl:-0.07965087890625, r:-0.159759521484375, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148440582955709,time:1646148440.5826764, thrl:-0.10406494140625, r:-0.177337646484375, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148440602381424,time:1646148440.6020062, thrl:-0.12359619140625, r:-0.177337646484375, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148440623000724,time:1646148440.6226168, thrl:-0.141204833984375, r:-0.177337646484375, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148440644290096,time:1646148440.6439447, thrl:-0.156829833984375, r:-0.177337646484375, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148440662344093,time:1646148440.6620772, thrl:-0.170501708984375, r:-0.177337646484375, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148440687060279,time:1646148440.6826208, thrl:-0.185150146484375, r:-0.191009521484375, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148440702715533,time:1646148440.7022595, thrl:-0.185150146484375, r:-0.1978759765625, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148440722804179,time:1646148440.72245, thrl:-0.185150146484375, r:-0.1978759765625, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148440743754230,time:1646148440.7434728, thrl:-0.170501708984375, r:-0.2037353515625, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148440763184094,time:1646148440.7624905, thrl:-0.153900146484375, r:-0.2232666015625, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148440782434793,time:1646148440.7820835, thrl:-0.148040771484375, r:-0.2398681640625, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148440802845596,time:1646148440.8024712, thrl:-0.148040771484375, r:-0.2398681640625, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148440822480253,time:1646148440.8222063, thrl:-0.12847900390625, r:-0.2564697265625, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148440843634377,time:1646148440.843192, thrl:-0.11383056640625, r:-0.2564697265625, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148440863218970,time:1646148440.862789, thrl:-0.11383056640625, r:-0.271148681640625, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148440882526698,time:1646148440.882193, thrl:-0.10015869140625, r:-0.271148681640625, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148440902483543,time:1646148440.9022083, thrl:-0.08648681640625, r:-0.272125244140625, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148440923088504,time:1646148440.9225667, thrl:-0.08648681640625, r:-0.273101806640625, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148440943211250,time:1646148440.9428158, thrl:-0.08648681640625, r:-0.287750244140625, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148440962452458,time:1646148440.9620864, thrl:-0.08551025390625, r:-0.287750244140625, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148440982999057,time:1646148440.9823983, thrl:-0.08453369140625, r:-0.287750244140625, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148441003506176,time:1646148441.0032036, thrl:-0.06793212890625, r:-0.287750244140625, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148441023657596,time:1646148441.0228665, thrl:-0.054229736328125, r:-0.287750244140625, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148441042689694,time:1646148441.041986, thrl:-0.054229736328125, r:-0.287750244140625, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148441062866026,time:1646148441.0623183, thrl:-0.038604736328125, r:-0.286773681640625, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148441083560808,time:1646148441.0830126, thrl:-0.038604736328125, r:-0.286773681640625, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148441103658101,time:1646148441.1032684, thrl:-0.022979736328125, r:-0.265289306640625, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148441122897724,time:1646148441.122355, thrl:-0.022979736328125, r:-0.2506103515625, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148441143017966,time:1646148441.142598, thrl:-0.007354736328125, r:-0.2310791015625, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148441163881542,time:1646148441.1634264, thrl:-0.007354736328125, r:-0.188079833984375, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148441182659381,time:1646148441.1822968, thrl:-0.007354736328125, r:-0.129486083984375, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148441203230172,time:1646148441.2028127, thrl:-0.007354736328125, r:-0.10601806640625, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148441222727181,time:1646148441.2223847, thrl:-0.007354736328125, r:-0.028839111328125, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148441242896938,time:1646148441.2425811, thrl:-0.007354736328125, r:-0.005401611328125, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148441262462397,time:1646148441.2621884, thrl:0.01025390625, r:0.00048828125, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148441282662605,time:1646148441.2823017, thrl:0.01025390625, r:0.02001953125, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148441303303414,time:1646148441.3029912, thrl:0.01025390625, r:0.06396484375, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148441323183506,time:1646148441.322848, thrl:0.01025390625, r:0.106964111328125, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148441348534418,time:1646148441.348185, thrl:0.01025390625, r:0.14703369140625, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148441362559558,time:1646148441.3622453, thrl:0.01025390625, r:0.16363525390625, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148441382831380,time:1646148441.3824847, thrl:0.01025390625, r:0.18023681640625, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148441402604405,time:1646148441.4022923, thrl:0.01123046875, r:0.195892333984375, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148441422823080,time:1646148441.4224975, thrl:0.01220703125, r:0.195892333984375, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148441443490034,time:1646148441.4430535, thrl:0.01220703125, r:0.195892333984375, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148441463635991,time:1646148441.4633355, thrl:0.02978515625, r:0.212493896484375, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148441482770192,time:1646148441.4824715, thrl:0.02978515625, r:0.212493896484375, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148441502664982,time:1646148441.502442, thrl:0.04541015625, r:0.212493896484375, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148441522863475,time:1646148441.5225701, thrl:0.04541015625, r:0.211517333984375, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148441542592854,time:1646148441.5423248, thrl:0.04541015625, r:0.210540771484375, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148441563613945,time:1646148441.5633051, thrl:0.06201171875, r:0.210540771484375, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148441582638011,time:1646148441.5824208, thrl:0.06201171875, r:0.210540771484375, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
1646148441602868687,time:1646148441.6025844, thrl:0.06201171875, r:0.224212646484375, p:-0.7547607421875, y:-0.004425048828125, a:0.00048828125
