%time,field.data
1650908694567534762,time:1650908694.5672567, thrl:0.093292236328125, r:-0.266265869140625, p:-0.951141357421875, y:0.03271484375, a:0.999969482421875, col:-0.911102294921875
1650908694587267233,time:1650908694.5870216, thrl:0.085479736328125, r:-0.266265869140625, p:-0.951141357421875, y:0.03271484375, a:0.999969482421875, col:-0.911102294921875
1650908694607691342,time:1650908694.6073422, thrl:0.081573486328125, r:-0.265289306640625, p:-0.951141357421875, y:0.03271484375, a:0.999969482421875, col:-0.911102294921875
1650908694627519252,time:1650908694.6271067, thrl:0.081573486328125, r:-0.264312744140625, p:-0.951141357421875, y:0.03271484375, a:0.999969482421875, col:-0.911102294921875
1650908694647747782,time:1650908694.647414, thrl:0.081573486328125, r:-0.264312744140625, p:-0.951141357421875, y:0.03271484375, a:0.999969482421875, col:-0.911102294921875
1650908694667330744,time:1650908694.666934, thrl:0.085479736328125, r:-0.264312744140625, p:-0.951141357421875, y:0.03271484375, a:0.999969482421875, col:-0.911102294921875
1650908694687629330,time:1650908694.6872685, thrl:0.086456298828125, r:-0.268218994140625, p:-0.933563232421875, y:0.03369140625, a:0.999969482421875, col:-0.88665771484375
1650908694707432287,time:1650908694.7069652, thrl:0.105987548828125, r:-0.288726806640625, p:-0.90228271484375, y:0.05615234375, a:0.999969482421875, col:-0.83978271484375
1650908694727880442,time:1650908694.727484, thrl:0.13531494140625, r:-0.294586181640625, p:-0.811431884765625, y:0.05615234375, a:0.999969482421875, col:-0.696136474609375
1650908694747718668,time:1650908694.7472177, thrl:0.13531494140625, r:-0.294586181640625, p:-0.776275634765625, y:0.05615234375, a:0.999969482421875, col:-0.62286376953125
1650908694767931418,time:1650908694.7673922, thrl:0.13531494140625, r:-0.294586181640625, p:-0.7498779296875, y:0.071807861328125, a:0.999969482421875, col:-0.265289306640625
1650908694787523776,time:1650908694.78701, thrl:0.13531494140625, r:-0.294586181640625, p:-0.7498779296875, y:0.03955078125, a:0.999969482421875, col:-0.056182861328125
1650908694807508227,time:1650908694.8069375, thrl:0.14117431640625, r:-0.294586181640625, p:-0.7498779296875, y:0.00244140625, a:0.999969482421875, col:0.06103515625
1650908694828704454,time:1650908694.8282099, thrl:0.16461181640625, r:-0.311187744140625, p:-0.7498779296875, y:0.00244140625, a:0.999969482421875, col:0.126495361328125
1650908694847483159,time:1650908694.8472166, thrl:0.16461181640625, r:-0.305328369140625, p:-0.7498779296875, y:0.00244140625, a:0.999969482421875, col:0.16558837890625
1650908694867155903,time:1650908694.86681, thrl:0.15972900390625, r:-0.259429931640625, p:-0.7498779296875, y:0.00537109375, a:0.999969482421875, col:0.16558837890625
1650908694887764193,time:1650908694.8874426, thrl:0.15777587890625, r:-0.2125244140625, p:-0.7498779296875, y:0.00537109375, a:0.999969482421875, col:0.16558837890625
1650908694907327978,time:1650908694.9069896, thrl:0.15777587890625, r:-0.189056396484375, p:-0.7498779296875, y:0.00537109375, a:0.999969482421875, col:0.16558837890625
1650908694927608250,time:1650908694.927345, thrl:0.15777587890625, r:-0.172454833984375, p:-0.7498779296875, y:0.00537109375, a:0.999969482421875, col:0.16558837890625
1650908694947245663,time:1650908694.946885, thrl:0.15679931640625, r:-0.172454833984375, p:-0.7498779296875, y:0.00537109375, a:0.999969482421875, col:0.16558837890625
1650908694967546495,time:1650908694.9672973, thrl:0.15679931640625, r:-0.172454833984375, p:-0.7498779296875, y:0.00537109375, a:0.999969482421875, col:0.16656494140625
1650908694987477875,time:1650908694.9871745, thrl:0.15679931640625, r:-0.172454833984375, p:-0.7498779296875, y:0.00537109375, a:0.999969482421875, col:0.16754150390625
1650908695007758274,time:1650908695.0074508, thrl:0.19000244140625, r:-0.166595458984375, p:-0.7498779296875, y:0.00537109375, a:0.999969482421875, col:0.16754150390625
1650908695027558470,time:1650908695.0272841, thrl:0.209564208984375, r:-0.162689208984375, p:-0.7498779296875, y:0.00537109375, a:0.999969482421875, col:0.18511962890625
1650908695047779085,time:1650908695.0474212, thrl:0.214447021484375, r:-0.162689208984375, p:-0.7498779296875, y:0.00537109375, a:0.999969482421875, col:0.237884521484375
1650908695067175463,time:1650908695.0669286, thrl:0.232025146484375, r:-0.166595458984375, p:-0.7498779296875, y:0.00537109375, a:0.999969482421875, col:0.2818603515625
1650908695087463452,time:1650908695.0869963, thrl:0.232025146484375, r:-0.166595458984375, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:0.2818603515625
1650908695108821125,time:1650908695.1082616, thrl:0.232025146484375, r:-0.167572021484375, p:-0.7498779296875, y:-0.004425048828125, a:0.999969482421875, col:0.2818603515625
1650908695128850034,time:1650908695.1283565, thrl:0.232025146484375, r:-0.162689208984375, p:-0.7498779296875, y:-0.004425048828125, a:0.999969482421875, col:0.245697021484375
1650908695148160425,time:1650908695.1477435, thrl:0.231048583984375, r:-0.147064208984375, p:-0.7498779296875, y:-0.004425048828125, a:0.999969482421875, col:0.245697021484375
1650908695167584521,time:1650908695.1671793, thrl:0.230072021484375, r:-0.142181396484375, p:-0.7498779296875, y:-0.004425048828125, a:0.999969482421875, col:0.245697021484375
1650908695187651585,time:1650908695.1872978, thrl:0.230072021484375, r:-0.139251708984375, p:-0.7498779296875, y:-0.004425048828125, a:0.999969482421875, col:0.245697021484375
1650908695207703221,time:1650908695.2073848, thrl:0.234954833984375, r:-0.09625244140625, p:-0.7498779296875, y:-0.004425048828125, a:0.999969482421875, col:0.245697021484375
1650908695227498710,time:1650908695.227139, thrl:0.235931396484375, r:-0.07965087890625, p:-0.7498779296875, y:-0.004425048828125, a:0.999969482421875, col:0.225189208984375
1650908695248035023,time:1650908695.2476907, thrl:0.250579833984375, r:-0.057159423828125, p:-0.7498779296875, y:-0.004425048828125, a:0.999969482421875, col:0.225189208984375
1650908695267454815,time:1650908695.26717, thrl:0.250579833984375, r:-0.023956298828125, p:-0.7498779296875, y:0.01123046875, a:0.999969482421875, col:0.225189208984375
1650908695287608686,time:1650908695.2873464, thrl:0.250579833984375, r:-0.002471923828125, p:-0.7498779296875, y:0.01123046875, a:0.999969482421875, col:0.224212646484375
1650908695309838506,time:1650908695.3094165, thrl:0.250579833984375, r:-0.002471923828125, p:-0.7498779296875, y:0.01123046875, a:0.999969482421875, col:0.223236083984375
1650908695327247578,time:1650908695.3268492, thrl:0.250579833984375, r:0.01806640625, p:-0.7498779296875, y:0.01123046875, a:0.999969482421875, col:0.223236083984375
1650908695348177107,time:1650908695.3478456, thrl:0.250579833984375, r:0.03466796875, p:-0.7498779296875, y:0.01318359375, a:0.999969482421875, col:0.222259521484375
1650908695367902005,time:1650908695.3675086, thrl:0.250579833984375, r:0.03466796875, p:-0.7498779296875, y:0.01416015625, a:0.999969482421875, col:0.221282958984375
1650908695388372294,time:1650908695.387961, thrl:0.250579833984375, r:0.04931640625, p:-0.7498779296875, y:0.01416015625, a:0.999969482421875, col:0.221282958984375
1650908695407765924,time:1650908695.407327, thrl:0.2701416015625, r:0.074737548828125, p:-0.7498779296875, y:0.01513671875, a:0.999969482421875, col:0.221282958984375
1650908695427640957,time:1650908695.426825, thrl:0.2867431640625, r:0.105010986328125, p:-0.7498779296875, y:0.01513671875, a:0.999969482421875, col:0.219329833984375
1650908695447835905,time:1650908695.4474418, thrl:0.3082275390625, r:0.13043212890625, p:-0.7498779296875, y:0.01513671875, a:0.999969482421875, col:0.218353271484375
1650908695467772298,time:1650908695.4673564, thrl:0.3082275390625, r:0.13043212890625, p:-0.7498779296875, y:0.01513671875, a:0.999969482421875, col:0.218353271484375
1650908695488938655,time:1650908695.4885721, thrl:0.326812744140625, r:0.116729736328125, p:-0.7498779296875, y:0.01513671875, a:0.999969482421875, col:0.218353271484375
1650908695510164333,time:1650908695.5098064, thrl:0.353179931640625, r:0.110870361328125, p:-0.7498779296875, y:0.01611328125, a:0.999969482421875, col:0.218353271484375
1650908695527735475,time:1650908695.5274565, thrl:0.40106201171875, r:0.106964111328125, p:-0.7498779296875, y:0.01708984375, a:0.999969482421875, col:0.217376708984375
1650908695547520682,time:1650908695.5471737, thrl:0.40594482421875, r:0.106964111328125, p:-0.7498779296875, y:0.01708984375, a:0.999969482421875, col:0.217376708984375
1650908695567672447,time:1650908695.5673075, thrl:0.42059326171875, r:0.106964111328125, p:-0.7498779296875, y:0.01220703125, a:0.999969482421875, col:0.193939208984375
1650908695587860820,time:1650908695.5870347, thrl:0.42059326171875, r:0.092315673828125, p:-0.7498779296875, y:0.01220703125, a:0.999969482421875, col:0.193939208984375
1650908695609611139,time:1650908695.6090302, thrl:0.42059326171875, r:0.086456298828125, p:-0.7498779296875, y:0.01220703125, a:0.999969482421875, col:0.19293212890625
1650908695628822381,time:1650908695.628448, thrl:0.42059326171875, r:0.082550048828125, p:-0.7498779296875, y:0.01220703125, a:0.999969482421875, col:0.19195556640625
1650908695647663896,time:1650908695.6473851, thrl:0.42059326171875, r:0.067901611328125, p:-0.7498779296875, y:0.01025390625, a:0.999969482421875, col:0.19097900390625
1650908695667356057,time:1650908695.6670547, thrl:0.42645263671875, r:0.067901611328125, p:-0.7498779296875, y:0.01025390625, a:0.999969482421875, col:0.19097900390625
1650908695687654763,time:1650908695.6873777, thrl:0.42645263671875, r:0.067901611328125, p:-0.7498779296875, y:0.01025390625, a:0.999969482421875, col:0.19000244140625
1650908695709818244,time:1650908695.7092955, thrl:0.43035888671875, r:0.066925048828125, p:-0.7498779296875, y:0.01025390625, a:0.999969482421875, col:0.19000244140625
1650908695727490790,time:1650908695.7271936, thrl:0.43035888671875, r:0.066925048828125, p:-0.7498779296875, y:0.01025390625, a:0.999969482421875, col:0.18902587890625
1650908695747640036,time:1650908695.7471945, thrl:0.43133544921875, r:0.066925048828125, p:-0.7498779296875, y:0.01025390625, a:0.999969482421875, col:0.18902587890625
1650908695767695445,time:1650908695.7674348, thrl:0.453826904296875, r:0.074737548828125, p:-0.7498779296875, y:0.01025390625, a:0.999969482421875, col:0.18902587890625
1650908695787746365,time:1650908695.7874768, thrl:0.475311279296875, r:0.088409423828125, p:-0.7498779296875, y:0.01025390625, a:0.999969482421875, col:0.18902587890625
1650908695807675360,time:1650908695.8072512, thrl:0.479217529296875, r:0.088409423828125, p:-0.7498779296875, y:0.00830078125, a:0.999969482421875, col:0.18804931640625
1650908695827166749,time:1650908695.8268716, thrl:0.480194091796875, r:0.088409423828125, p:-0.7498779296875, y:0.00830078125, a:0.999969482421875, col:0.18804931640625
1650908695847843906,time:1650908695.8475068, thrl:0.480194091796875, r:0.089385986328125, p:-0.7498779296875, y:0.00830078125, a:0.999969482421875, col:0.18804931640625
1650908695867246361,time:1650908695.8669744, thrl:0.498748779296875, r:0.090362548828125, p:-0.7498779296875, y:0.00634765625, a:0.999969482421875, col:0.18804931640625
1650908695887498865,time:1650908695.8871927, thrl:0.498748779296875, r:0.092315673828125, p:-0.7498779296875, y:0.00634765625, a:0.999969482421875, col:0.18804931640625
1650908695907437265,time:1650908695.9071054, thrl:0.498748779296875, r:0.092315673828125, p:-0.7498779296875, y:0.00634765625, a:0.999969482421875, col:0.18609619140625
1650908695927509591,time:1650908695.9272325, thrl:0.498748779296875, r:0.093292236328125, p:-0.7498779296875, y:0.00537109375, a:0.999969482421875, col:0.18609619140625
1650908695948014132,time:1650908695.9474661, thrl:0.498748779296875, r:0.107940673828125, p:-0.7498779296875, y:0.00439453125, a:0.999969482421875, col:0.18609619140625
1650908695967512535,time:1650908695.9672506, thrl:0.498748779296875, r:0.113800048828125, p:-0.7498779296875, y:0.00439453125, a:0.999969482421875, col:0.16265869140625
1650908695987762004,time:1650908695.987449, thrl:0.498748779296875, r:0.117706298828125, p:-0.7498779296875, y:0.00439453125, a:0.999969482421875, col:0.14312744140625
1650908696007759279,time:1650908696.0074098, thrl:0.497772216796875, r:0.117706298828125, p:-0.7498779296875, y:0.00341796875, a:0.999969482421875, col:0.14312744140625
1650908696027269474,time:1650908696.0269115, thrl:0.481170654296875, r:0.118682861328125, p:-0.7498779296875, y:0.00341796875, a:0.999969482421875, col:0.14117431640625
1650908696047635240,time:1650908696.0472584, thrl:0.481170654296875, r:0.118682861328125, p:-0.7498779296875, y:0.00341796875, a:0.999969482421875, col:0.14117431640625
1650908696067157376,time:1650908696.0668807, thrl:0.466522216796875, r:0.118682861328125, p:-0.7498779296875, y:0.00244140625, a:0.999969482421875, col:0.120635986328125
1650908696087700384,time:1650908696.087425, thrl:0.44696044921875, r:0.118682861328125, p:-0.7498779296875, y:0.00244140625, a:0.999969482421875, col:0.090362548828125
1650908696107347583,time:1650908696.107053, thrl:0.42840576171875, r:0.118682861328125, p:-0.7498779296875, y:0.00244140625, a:0.999969482421875, col:0.090362548828125
1650908696127908198,time:1650908696.1275895, thrl:0.42840576171875, r:0.118682861328125, p:-0.7498779296875, y:0.00244140625, a:0.999969482421875, col:0.090362548828125
1650908696147174288,time:1650908696.1468997, thrl:0.41864013671875, r:0.118682861328125, p:-0.7498779296875, y:0.00146484375, a:0.999969482421875, col:0.090362548828125
1650908696167369048,time:1650908696.1667926, thrl:0.41864013671875, r:0.118682861328125, p:-0.7498779296875, y:0.00146484375, a:0.999969482421875, col:0.090362548828125
1650908696187598549,time:1650908696.1873114, thrl:0.40203857421875, r:0.118682861328125, p:-0.7498779296875, y:0.00146484375, a:0.999969482421875, col:0.089385986328125
1650908696207557261,time:1650908696.207272, thrl:0.40203857421875, r:0.118682861328125, p:-0.7498779296875, y:0.00146484375, a:0.999969482421875, col:0.064971923828125
1650908696227931255,time:1650908696.2274957, thrl:0.38836669921875, r:0.118682861328125, p:-0.7498779296875, y:0.00146484375, a:0.999969482421875, col:0.064971923828125
1650908696249057557,time:1650908696.2488697, thrl:0.38836669921875, r:0.119659423828125, p:-0.7498779296875, y:0.00146484375, a:0.999969482421875, col:0.06103515625
1650908696267273374,time:1650908696.266987, thrl:0.38836669921875, r:0.119659423828125, p:-0.7498779296875, y:0.00146484375, a:0.999969482421875, col:0.06103515625
1650908696288711114,time:1650908696.2880473, thrl:0.38836669921875, r:0.120635986328125, p:-0.7498779296875, y:0.00146484375, a:0.999969482421875, col:0.03857421875
1650908696307655766,time:1650908696.3074443, thrl:0.39324951171875, r:0.121612548828125, p:-0.7498779296875, y:0.00146484375, a:0.999969482421875, col:0.03857421875
1650908696327519684,time:1650908696.327247, thrl:0.40985107421875, r:0.119659423828125, p:-0.7498779296875, y:0.00146484375, a:0.999969482421875, col:0.02392578125
1650908696347360806,time:1650908696.3470576, thrl:0.42449951171875, r:0.098175048828125, p:-0.7498779296875, y:0.00146484375, a:0.999969482421875, col:0.02392578125
1650908696367637409,time:1650908696.3673873, thrl:0.43035888671875, r:0.092315673828125, p:-0.7498779296875, y:0.00146484375, a:0.999969482421875, col:0.00927734375
1650908696387609442,time:1650908696.3873181, thrl:0.43426513671875, r:0.088409423828125, p:-0.7498779296875, y:0.00146484375, a:0.999969482421875, col:0.00927734375
1650908696407947918,time:1650908696.407673, thrl:0.43426513671875, r:0.087432861328125, p:-0.7498779296875, y:0.00146484375, a:0.999969482421875, col:0.00830078125
1650908696427163796,time:1650908696.4269497, thrl:0.42059326171875, r:0.087432861328125, p:-0.7498779296875, y:0.00146484375, a:0.999969482421875, col:-0.011260986328125
1650908696447571217,time:1650908696.4473476, thrl:0.383453369140625, r:0.064971923828125, p:-0.7498779296875, y:0.00146484375, a:0.999969482421875, col:-0.025909423828125
1650908696467362994,time:1650908696.467062, thrl:0.353179931640625, r:0.04150390625, p:-0.7498779296875, y:0.00146484375, a:0.999969482421875, col:-0.039581298828125
1650908696487604046,time:1650908696.487249, thrl:0.335601806640625, r:0.02783203125, p:-0.7498779296875, y:0.00146484375, a:0.999969482421875, col:-0.039581298828125
1650908696507447086,time:1650908696.5071383, thrl:0.3121337890625, r:0.02783203125, p:-0.7498779296875, y:0.00146484375, a:0.999969482421875, col:-0.060089111328125
1650908696527865891,time:1650908696.527647, thrl:0.3062744140625, r:0.02685546875, p:-0.7498779296875, y:0.00146484375, a:0.999969482421875, col:-0.060089111328125
1650908696547608609,time:1650908696.5470612, thrl:0.2847900390625, r:0.02685546875, p:-0.7498779296875, y:0.00146484375, a:0.999969482421875, col:-0.060089111328125
1650908696567283320,time:1650908696.5668836, thrl:0.2642822265625, r:0.02685546875, p:-0.7498779296875, y:0.00048828125, a:0.999969482421875, col:-0.060089111328125
1650908696589529273,time:1650908696.588925, thrl:0.239837646484375, r:0.02685546875, p:-0.7498779296875, y:0.00048828125, a:0.999969482421875, col:-0.061065673828125
1650908696608012322,time:1650908696.6075256, thrl:0.220306396484375, r:0.03076171875, p:-0.7498779296875, y:0.00048828125, a:0.999969482421875, col:-0.062042236328125
1650908696627514205,time:1650908696.6270976, thrl:0.220306396484375, r:0.03076171875, p:-0.7498779296875, y:0.00048828125, a:0.999969482421875, col:-0.062042236328125
1650908696648890277,time:1650908696.6484005, thrl:0.205657958984375, r:0.05029296875, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.08160400390625
1650908696667303578,time:1650908696.666942, thrl:0.19000244140625, r:0.06005859375, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.10308837890625
1650908696687583481,time:1650908696.6872013, thrl:0.17633056640625, r:0.075714111328125, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.12066650390625
1650908696707281269,time:1650908696.706919, thrl:0.17047119140625, r:0.084503173828125, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.12066650390625
1650908696728586696,time:1650908696.7278907, thrl:0.14996337890625, r:0.100128173828125, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.12164306640625
1650908696747345718,time:1650908696.747113, thrl:0.13629150390625, r:0.109893798828125, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.136322021484375
1650908696767497318,time:1650908696.7668386, thrl:0.13043212890625, r:0.109893798828125, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.136322021484375
1650908696787254822,time:1650908696.7869925, thrl:0.103057861328125, r:0.127471923828125, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.136322021484375
1650908696808188123,time:1650908696.807697, thrl:0.078643798828125, r:0.13336181640625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.137298583984375
1650908696827590709,time:1650908696.8272457, thrl:0.05712890625, r:0.15386962890625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.138275146484375
1650908696847623141,time:1650908696.8472204, thrl:0.05712890625, r:0.15386962890625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.138275146484375
1650908696867109285,time:1650908696.8668516, thrl:0.05126953125, r:0.15386962890625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.175384521484375
1650908696887661438,time:1650908696.887392, thrl:0.03173828125, r:0.15972900390625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.2086181640625
1650908696907277205,time:1650908696.9069436, thrl:0.01708984375, r:0.15972900390625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.2086181640625
1650908696927779822,time:1650908696.9274604, thrl:0.01708984375, r:0.18023681640625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.2086181640625
1650908696947315613,time:1650908696.9471014, thrl:0.01611328125, r:0.18511962890625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.2086181640625
1650908696967621230,time:1650908696.9672952, thrl:0.01513671875, r:0.18902587890625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.2271728515625
1650908696988194879,time:1650908696.9878337, thrl:0.01513671875, r:0.19000244140625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.2427978515625
1650908697007851285,time:1650908697.0071068, thrl:0.01416015625, r:0.204681396484375, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.2427978515625
1650908697027857117,time:1650908697.027634, thrl:0.01318359375, r:0.204681396484375, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.2427978515625
1650908697047992009,time:1650908697.047778, thrl:0.01318359375, r:0.204681396484375, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.260406494140625
1650908697067397043,time:1650908697.0671222, thrl:0.01318359375, r:0.204681396484375, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.267242431640625
1650908697087757878,time:1650908697.0875237, thrl:0.01220703125, r:0.210540771484375, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.292633056640625
1650908697107352321,time:1650908697.107137, thrl:0.01220703125, r:0.210540771484375, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.311187744140625
1650908697127796940,time:1650908697.1273665, thrl:0.01123046875, r:0.210540771484375, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.311187744140625
1650908697147124297,time:1650908697.1468186, thrl:0.01123046875, r:0.210540771484375, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.312164306640625
1650908697169110965,time:1650908697.16866, thrl:0.00927734375, r:0.208587646484375, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.33758544921875
1650908697187490966,time:1650908697.1871724, thrl:0.00927734375, r:0.208587646484375, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.35321044921875
1650908697208199947,time:1650908697.2077968, thrl:0.00927734375, r:0.206634521484375, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.35321044921875
1650908697227401034,time:1650908697.2270916, thrl:0.00927734375, r:0.206634521484375, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.36883544921875
1650908697248131623,time:1650908697.247794, thrl:0.00927734375, r:0.206634521484375, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.36883544921875
1650908697268082866,time:1650908697.2673662, thrl:0.00927734375, r:0.206634521484375, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.36883544921875
1650908697287961326,time:1650908697.2875938, thrl:0.00927734375, r:0.211517333984375, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.36883544921875
1650908697307596976,time:1650908697.307226, thrl:0.00830078125, r:0.230072021484375, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.36883544921875
1650908697328314006,time:1650908697.3280675, thrl:0.00830078125, r:0.239837646484375, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.36883544921875
1650908697347166081,time:1650908697.3469102, thrl:0.00830078125, r:0.239837646484375, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.36883544921875
1650908697367920739,time:1650908697.3676822, thrl:0.03076171875, r:0.239837646484375, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.36883544921875
1650908697388234325,time:1650908697.3874168, thrl:0.06103515625, r:0.239837646484375, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.36883544921875
1650908697408124755,time:1650908697.4078588, thrl:0.102081298828125, r:0.239837646484375, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.36883544921875
1650908697427696185,time:1650908697.4274795, thrl:0.13531494140625, r:0.240814208984375, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.36883544921875
1650908697447592020,time:1650908697.4470165, thrl:0.14117431640625, r:0.256439208984375, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.36883544921875
1650908697467464607,time:1650908697.467253, thrl:0.16070556640625, r:0.256439208984375, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.36883544921875
1650908697487992584,time:1650908697.4877691, thrl:0.16070556640625, r:0.240814208984375, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.36883544921875
1650908697507245031,time:1650908697.5070307, thrl:0.16070556640625, r:0.234954833984375, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.36785888671875
1650908697528021590,time:1650908697.527752, thrl:0.14703369140625, r:0.196868896484375, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.36688232421875
1650908697547975524,time:1650908697.5477204, thrl:0.14117431640625, r:0.19097900390625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.36688232421875
1650908697568083264,time:1650908697.5669703, thrl:0.14117431640625, r:0.19097900390625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.36688232421875
1650908697588959916,time:1650908697.58864, thrl:0.120635986328125, r:0.15777587890625, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.34344482421875
1650908697608110898,time:1650908697.6077712, thrl:0.092315673828125, r:0.117706298828125, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.34344482421875
1650908697628297373,time:1650908697.627989, thrl:0.092315673828125, r:0.117706298828125, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.34246826171875
1650908697648046464,time:1650908697.647678, thrl:0.082550048828125, r:0.117706298828125, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.34149169921875
1650908697667889773,time:1650908697.667496, thrl:0.082550048828125, r:0.117706298828125, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.34149169921875
1650908697689004824,time:1650908697.6886952, thrl:0.081573486328125, r:0.110870361328125, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.303375244140625
1650908697707389215,time:1650908697.707008, thrl:0.065948486328125, r:0.106964111328125, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.281890869140625
1650908697728368018,time:1650908697.727924, thrl:0.05908203125, r:0.088409423828125, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.281890869140625
1650908697747885014,time:1650908697.7474089, thrl:0.03564453125, r:0.071807861328125, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.281890869140625
1650908697767453369,time:1650908697.7671456, thrl:0.02880859375, r:0.071807861328125, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.280914306640625
1650908697789203442,time:1650908697.7888732, thrl:0.02880859375, r:0.071807861328125, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.280914306640625
1650908697808416211,time:1650908697.8080387, thrl:0.02880859375, r:0.070831298828125, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.280914306640625
1650908697827184691,time:1650908697.8269072, thrl:0.02490234375, r:0.069854736328125, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.280914306640625
1650908697847439290,time:1650908697.8469496, thrl:0.02392578125, r:0.069854736328125, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.280914306640625
1650908697868005224,time:1650908697.8676767, thrl:0.00927734375, r:0.069854736328125, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.279937744140625
1650908697887723654,time:1650908697.8870528, thrl:0.00927734375, r:0.069854736328125, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.279937744140625
1650908697907243548,time:1650908697.9068954, thrl:0.00927734375, r:0.069854736328125, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.279937744140625
1650908697928686941,time:1650908697.9282315, thrl:0.00927734375, r:0.069854736328125, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.279937744140625
1650908697947117757,time:1650908697.9468575, thrl:0.00927734375, r:0.06396484375, p:-0.7498779296875, y:-0.000518798828125, a:0.999969482421875, col:-0.279937744140625
