%time,field.ax,field.ay,field.az,field.gx,field.gy,field.gz,field.sysCal,field.accelCal,field.gyroCal,field.magCal,field.dt
1646147973134952170,-3.059999942779541,-1.9199999570846558,3.4100000858306885,-3.125,11.1875,-9.6875,1.0,3.0,3.0,3.0,3.0
1646147973243659077,-3.0399999618530273,-5.440000057220459,11.890000343322754,13.0625,17.0625,0.8125,1.0,3.0,3.0,3.0,4.0
1646147973347121762,-3.180000066757202,-6.179999828338623,10.420000076293945,1.125,44.375,4.3125,1.0,3.0,3.0,3.0,3.0
1646147973451017086,-2.7100000381469727,-5.75,2.740000009536743,-33.8125,15.0,-3.0,1.0,3.0,3.0,3.0,3.0
1646147973557157395,-3.299999952316284,-4.809999942779541,2.569999933242798,-32.3125,3.4375,-2.0625,1.0,3.0,3.0,3.0,6.0
1646147973661761697,-2.369999885559082,-2.1500000953674316,3.75,-22.625,-1.375,-3.9375,2.0,3.0,3.0,3.0,6.0
1646147973767036543,-0.41999998688697815,-1.7000000476837158,11.970000267028809,-30.5,-0.0625,-1.1875,2.0,3.0,3.0,3.0,4.0
1646147973870542939,6.03000020980835,1.4700000286102295,15.880000114440918,-34.625,-72.625,8.8125,2.0,3.0,3.0,3.0,4.0
1646147973973343837,-7.010000228881836,-3.5999999046325684,14.020000457763672,7.4375,-206.125,9.625,2.0,3.0,3.0,3.0,3.0
1646147974078843514,-7.070000171661377,-1.4199999570846558,9.949999809265137,8.75,-198.625,-4.75,2.0,3.0,3.0,3.0,6.0
1646147974185003293,-8.989999771118164,-1.1200000047683716,7.590000152587891,11.875,-199.5,2.0625,2.0,3.0,3.0,3.0,3.0
1646147974287379989,-5.679999828338623,3.049999952316284,-2.299999952316284,8.8125,-188.5,-1.625,2.0,3.0,3.0,3.0,3.0
1646147974395875724,-12.1899995803833,-3.4600000381469727,-0.009999999776482582,-6.8125,-188.4375,-5.8125,2.0,3.0,3.0,3.0,3.0
1646147974499289642,-11.710000038146973,4.679999828338623,1.600000023841858,-8.5625,-197.8125,-5.6875,2.0,3.0,3.0,3.0,3.0
1646147974607666813,-5.71999979019165,5.539999961853027,0.6899999976158142,11.1875,-208.6875,-6.1875,2.0,3.0,3.0,3.0,3.0
1646147974707345094,-1.190000057220459,0.7900000214576721,-0.05999999865889549,0.6875,-220.0625,-2.9375,2.0,3.0,3.0,3.0,6.0
1646147974812924573,-2.940000057220459,-0.44999998807907104,0.9300000071525574,-7.625,-208.5625,-4.875,2.0,3.0,3.0,3.0,6.0
1646147974918760037,6.400000095367432,4.28000020980835,-1.7599999904632568,-9.625,-207.5625,-2.875,2.0,3.0,3.0,3.0,4.0
