%time,field.data
1650909090360593529,time:1650909090.3598008, thrl:0.123565673828125, r:0.243743896484375, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.260406494140625
1650909090379683040,time:1650909090.3792534, thrl:0.123565673828125, r:0.198822021484375, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.260406494140625
1650909090399875996,time:1650909090.3992488, thrl:0.123565673828125, r:0.17437744140625, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.260406494140625
1650909090419368154,time:1650909090.4189148, thrl:0.12945556640625, r:0.13531494140625, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.260406494140625
1650909090439527038,time:1650909090.4391952, thrl:0.12945556640625, r:0.081573486328125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.260406494140625
1650909090459267654,time:1650909090.458757, thrl:0.121612548828125, r:0.05419921875, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.260406494140625
1650909090479832705,time:1650909090.4792757, thrl:0.121612548828125, r:0.068878173828125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.260406494140625
1650909090498846754,time:1650909090.4985003, thrl:0.117706298828125, r:0.095245361328125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.260406494140625
1650909090519463330,time:1650909090.5185962, thrl:0.102081298828125, r:0.105010986328125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.260406494140625
1650909090539618064,time:1650909090.5391984, thrl:0.088409423828125, r:0.126495361328125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.260406494140625
1650909090560070764,time:1650909090.5595202, thrl:0.088409423828125, r:0.126495361328125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.260406494140625
1650909090579312426,time:1650909090.5789156, thrl:0.088409423828125, r:0.126495361328125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.260406494140625
1650909090599753583,time:1650909090.5992894, thrl:0.087432861328125, r:0.14019775390625, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.260406494140625
1650909090619230106,time:1650909090.6188247, thrl:0.087432861328125, r:0.16461181640625, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.260406494140625
1650909090640690553,time:1650909090.639696, thrl:0.087432861328125, r:0.16754150390625, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.260406494140625
1650909090660055882,time:1650909090.6593719, thrl:0.087432861328125, r:0.16851806640625, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.260406494140625
1650909090679731988,time:1650909090.679282, thrl:0.092315673828125, r:0.18707275390625, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.2144775390625
1650909090699651444,time:1650909090.6988103, thrl:0.109893798828125, r:0.233978271484375, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.12457275390625
1650909090720467955,time:1650909090.7200592, thrl:0.127471923828125, r:0.247650146484375, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.11871337890625
1650909090738867083,time:1650909090.7384984, thrl:0.13238525390625, r:0.2906494140625, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.11480712890625
1650909090760277794,time:1650909090.7596002, thrl:0.13238525390625, r:0.325836181640625, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.11480712890625
1650909090779072407,time:1650909090.778722, thrl:0.13336181640625, r:0.362945556640625, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.11480712890625
1650909090799473501,time:1650909090.799003, thrl:0.12945556640625, r:0.39813232421875, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.11480712890625
1650909090821888893,time:1650909090.8207994, thrl:0.12945556640625, r:0.44598388671875, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.11480712890625
1650909090839559061,time:1650909090.8389935, thrl:0.13433837890625, r:0.477264404296875, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.11480712890625
1650909090859390603,time:1650909090.8589962, thrl:0.15386962890625, r:0.510467529296875, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.11480712890625
1650909090879774296,time:1650909090.8792634, thrl:0.15386962890625, r:0.526123046875, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.11480712890625
1650909090899216158,time:1650909090.8987377, thrl:0.15386962890625, r:0.542724609375, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.11383056640625
1650909090919601539,time:1650909090.91925, thrl:0.15386962890625, r:0.542724609375, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.11383056640625
1650909090939139037,time:1650909090.938758, thrl:0.14801025390625, r:0.526123046875, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.11383056640625
1650909090959541729,time:1650909090.9588237, thrl:0.14801025390625, r:0.511444091796875, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.08648681640625
1650909090978983717,time:1650909090.978636, thrl:0.13140869140625, r:0.505584716796875, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.06890869140625
1650909091000499437,time:1650909090.9998343, thrl:0.13140869140625, r:0.484100341796875, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.053253173828125
1650909091019704600,time:1650909091.019348, thrl:0.13140869140625, r:0.44598388671875, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.034698486328125
1650909091039245770,time:1650909091.0386605, thrl:0.13043212890625, r:0.42547607421875, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.034698486328125
1650909091058946755,time:1650909091.0586, thrl:0.119659423828125, r:0.40887451171875, p:-0.7537841796875, y:-0.020050048828125, a:0.999969482421875, col:-0.033721923828125
1650909091079960089,time:1650909091.079203, thrl:0.119659423828125, r:0.40887451171875, p:-0.7537841796875, y:-0.020050048828125, a:0.999969482421875, col:-0.033721923828125
1650909091099418503,time:1650909091.098956, thrl:0.118682861328125, r:0.38739013671875, p:-0.7537841796875, y:-0.006378173828125, a:0.999969482421875, col:-0.032745361328125
1650909091124610592,time:1650909091.1201127, thrl:0.118682861328125, r:0.38739013671875, p:-0.7537841796875, y:-0.006378173828125, a:0.999969482421875, col:-0.032745361328125
1650909091139986299,time:1650909091.1394901, thrl:0.118682861328125, r:0.38739013671875, p:-0.7537841796875, y:-0.006378173828125, a:0.999969482421875, col:-0.032745361328125
1650909091159464024,time:1650909091.1590252, thrl:0.13238525390625, r:0.39129638671875, p:-0.7537841796875, y:-0.006378173828125, a:0.999969482421875, col:-0.032745361328125
1650909091178853083,time:1650909091.178611, thrl:0.14215087890625, r:0.41375732421875, p:-0.7537841796875, y:-0.006378173828125, a:0.999969482421875, col:-0.032745361328125
1650909091199601629,time:1650909091.1990657, thrl:0.14801025390625, r:0.41375732421875, p:-0.7537841796875, y:-0.006378173828125, a:0.999969482421875, col:-0.032745361328125
1650909091219236725,time:1650909091.2189157, thrl:0.14801025390625, r:0.41375732421875, p:-0.7537841796875, y:-0.006378173828125, a:0.999969482421875, col:-0.032745361328125
1650909091240347611,time:1650909091.2397988, thrl:0.15191650390625, r:0.41375732421875, p:-0.7537841796875, y:-0.006378173828125, a:0.999969482421875, col:-0.032745361328125
1650909091258921420,time:1650909091.258696, thrl:0.16851806640625, r:0.41375732421875, p:-0.7537841796875, y:-0.005401611328125, a:0.999969482421875, col:-0.032745361328125
1650909091279061697,time:1650909091.278796, thrl:0.18316650390625, r:0.39910888671875, p:-0.7537841796875, y:-0.005401611328125, a:0.999969482421875, col:-0.032745361328125
1650909091299713462,time:1650909091.2990487, thrl:0.18804931640625, r:0.39324951171875, p:-0.7537841796875, y:-0.005401611328125, a:0.999969482421875, col:-0.032745361328125
1650909091318803174,time:1650909091.3185828, thrl:0.19097900390625, r:0.355133056640625, p:-0.7537841796875, y:-0.005401611328125, a:0.999969482421875, col:-0.032745361328125
1650909091339307416,time:1650909091.3389738, thrl:0.205657958984375, r:0.3111572265625, p:-0.7537841796875, y:-0.005401611328125, a:0.999969482421875, col:-0.032745361328125
1650909091358694817,time:1650909091.3584776, thrl:0.205657958984375, r:0.2877197265625, p:-0.7537841796875, y:-0.004425048828125, a:0.999969482421875, col:-0.032745361328125
1650909091379080846,time:1650909091.3788576, thrl:0.205657958984375, r:0.195892333984375, p:-0.7537841796875, y:-0.004425048828125, a:0.999969482421875, col:-0.032745361328125
1650909091400244721,time:1650909091.3997493, thrl:0.17047119140625, r:0.121612548828125, p:-0.7537841796875, y:-0.004425048828125, a:0.999969482421875, col:-0.032745361328125
1650909091419085345,time:1650909091.4188251, thrl:0.121612548828125, r:0.00048828125, p:-0.7537841796875, y:-0.004425048828125, a:0.999969482421875, col:-0.032745361328125
1650909091439657921,time:1650909091.4391112, thrl:0.121612548828125, r:0.00048828125, p:-0.7537841796875, y:-0.004425048828125, a:0.999969482421875, col:-0.032745361328125
1650909091459052649,time:1650909091.4587944, thrl:0.107940673828125, r:0.00048828125, p:-0.7537841796875, y:-0.003448486328125, a:0.999969482421875, col:-0.032745361328125
1650909091482286524,time:1650909091.4818528, thrl:0.107940673828125, r:0.00048828125, p:-0.7537841796875, y:-0.003448486328125, a:0.999969482421875, col:-0.032745361328125
1650909091499024754,time:1650909091.498776, thrl:0.107940673828125, r:0.00048828125, p:-0.7537841796875, y:-0.003448486328125, a:0.999969482421875, col:-0.032745361328125
1650909091520247392,time:1650909091.5199645, thrl:0.097198486328125, r:0.00048828125, p:-0.7537841796875, y:-0.003448486328125, a:0.999969482421875, col:-0.032745361328125
1650909091540064209,time:1650909091.5392017, thrl:0.074737548828125, r:0.01416015625, p:-0.7537841796875, y:-0.003448486328125, a:0.999969482421875, col:-0.032745361328125
1650909091559138903,time:1650909091.5587444, thrl:0.05322265625, r:0.03076171875, p:-0.7537841796875, y:-0.003448486328125, a:0.999969482421875, col:-0.032745361328125
1650909091579027965,time:1650909091.578739, thrl:0.05224609375, r:0.03662109375, p:-0.7537841796875, y:-0.003448486328125, a:0.999969482421875, col:-0.032745361328125
1650909091599147604,time:1650909091.598836, thrl:0.04638671875, r:0.04052734375, p:-0.7537841796875, y:-0.003448486328125, a:0.999969482421875, col:-0.032745361328125
1650909091619107054,time:1650909091.6187375, thrl:0.04248046875, r:0.04052734375, p:-0.7537841796875, y:-0.003448486328125, a:0.999969482421875, col:-0.032745361328125
1650909091640035068,time:1650909091.6391785, thrl:0.04150390625, r:0.04052734375, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.032745361328125
1650909091659139661,time:1650909091.6586766, thrl:0.04150390625, r:0.04052734375, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.032745361328125
1650909091678922354,time:1650909091.6785402, thrl:0.03173828125, r:0.05517578125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.032745361328125
1650909091699683578,time:1650909091.699136, thrl:0.01806640625, r:0.05517578125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.032745361328125
1650909091719421180,time:1650909091.7189515, thrl:0.01806640625, r:0.05517578125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.032745361328125
1650909091739518679,time:1650909091.7391644, thrl:0.01806640625, r:0.01416015625, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.032745361328125
1650909091759792975,time:1650909091.7591872, thrl:0.01806640625, r:0.00830078125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.032745361328125
1650909091779859793,time:1650909091.779136, thrl:0.01220703125, r:0.00830078125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.032745361328125
1650909091799650885,time:1650909091.7991934, thrl:0.01220703125, r:0.00830078125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.032745361328125
1650909091819715105,time:1650909091.8193502, thrl:0.01220703125, r:0.00830078125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.032745361328125
1650909091839225455,time:1650909091.838926, thrl:0.01220703125, r:0.00830078125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.032745361328125
1650909091859751961,time:1650909091.8593812, thrl:0.01220703125, r:0.00830078125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.032745361328125
1650909091879434970,time:1650909091.8789604, thrl:0.01220703125, r:0.00439453125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.032745361328125
1650909091899657086,time:1650909091.8990507, thrl:0.00830078125, r:0.00439453125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.031768798828125
1650909091919426752,time:1650909091.9190512, thrl:0.00830078125, r:0.00439453125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.031768798828125
1650909091939151796,time:1650909091.938663, thrl:0.00830078125, r:0.00341796875, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.031768798828125
1650909091959132644,time:1650909091.9588325, thrl:0.00732421875, r:0.00341796875, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.030792236328125
1650909091980827400,time:1650909091.9804523, thrl:0.00537109375, r:0.00341796875, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.030792236328125
1650909092003305880,time:1650909092.0028975, thrl:0.00537109375, r:0.00341796875, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.030792236328125
1650909092019192652,time:1650909092.0188887, thrl:-0.001495361328125, r:-0.015167236328125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.030792236328125
1650909092039561088,time:1650909092.0392613, thrl:-0.005401611328125, r:-0.044464111328125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.030792236328125
1650909092059729771,time:1650909092.0592046, thrl:-0.021026611328125, r:-0.07769775390625, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.029815673828125
1650909092079308302,time:1650909092.0786996, thrl:-0.021026611328125, r:-0.07769775390625, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.029815673828125
1650909092099011309,time:1650909092.098701, thrl:-0.021026611328125, r:-0.07769775390625, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.028839111328125
1650909092119105917,time:1650909092.118658, thrl:-0.021026611328125, r:-0.07769775390625, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.028839111328125
1650909092139015335,time:1650909092.138707, thrl:-0.021026611328125, r:-0.07769775390625, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:0.01806640625
1650909092159350565,time:1650909092.1591027, thrl:-0.021026611328125, r:-0.07867431640625, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:0.04736328125
1650909092179275936,time:1650909092.1789076, thrl:-0.020050048828125, r:-0.07965087890625, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:0.086456298828125
1650909092199507697,time:1650909092.1991305, thrl:-0.019073486328125, r:-0.07965087890625, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:0.104034423828125
1650909092219474678,time:1650909092.2189896, thrl:-0.017120361328125, r:-0.056182861328125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:0.104034423828125
1650909092242385017,time:1650909092.2416518, thrl:-0.001495361328125, r:-0.031768798828125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:0.071807861328125
1650909092259054816,time:1650909092.2586906, thrl:-0.001495361328125, r:-0.025909423828125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:0.05615234375
1650909092280661631,time:1650909092.2798586, thrl:-0.001495361328125, r:-0.025909423828125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:0.03857421875
1650909092300173386,time:1650909092.2998493, thrl:-0.001495361328125, r:-0.029815673828125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:0.03857421875
1650909092319391585,time:1650909092.319115, thrl:-0.001495361328125, r:-0.031768798828125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:0.03857421875
1650909092339707258,time:1650909092.3394058, thrl:-0.001495361328125, r:-0.046417236328125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:0.02001953125
1650909092360635651,time:1650909092.3601382, thrl:-0.006378173828125, r:-0.046417236328125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.003448486328125
1650909092379198658,time:1650909092.3788261, thrl:-0.008331298828125, r:-0.046417236328125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.036651611328125
1650909092399192424,time:1650909092.3988612, thrl:-0.010284423828125, r:-0.046417236328125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.07183837890625
1650909092419013335,time:1650909092.418727, thrl:-0.010284423828125, r:-0.046417236328125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.12261962890625
1650909092439425271,time:1650909092.4389815, thrl:-0.010284423828125, r:-0.046417236328125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.12261962890625
1650909092458977435,time:1650909092.4586368, thrl:-0.006378173828125, r:-0.029815673828125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.12261962890625
1650909092479910537,time:1650909092.4796193, thrl:-0.006378173828125, r:-0.015167236328125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.12261962890625
1650909092498881480,time:1650909092.4985754, thrl:-0.005401611328125, r:-0.009307861328125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.12261962890625
1650909092520210017,time:1650909092.519583, thrl:-0.004425048828125, r:-0.008331298828125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.12261962890625
1650909092539672414,time:1650909092.5391583, thrl:-0.002471923828125, r:-0.013214111328125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.12261962890625
1650909092559768954,time:1650909092.5593154, thrl:-0.002471923828125, r:-0.013214111328125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.144134521484375
1650909092579470854,time:1650909092.5790253, thrl:0.02099609375, r:-0.043487548828125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.163665771484375
1650909092599486406,time:1650909092.598965, thrl:0.02099609375, r:-0.043487548828125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.163665771484375
1650909092619295868,time:1650909092.6189253, thrl:0.05322265625, r:-0.08648681640625, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.1998291015625
1650909092639748079,time:1650909092.6394076, thrl:0.05322265625, r:-0.10406494140625, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.2252197265625
1650909092659249008,time:1650909092.6588714, thrl:0.05322265625, r:-0.10406494140625, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.2359619140625
1650909092679602149,time:1650909092.6789773, thrl:0.04736328125, r:-0.10406494140625, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.2554931640625
1650909092699382612,time:1650909092.6990788, thrl:0.02685546875, r:-0.08746337890625, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.2554931640625
1650909092719549342,time:1650909092.71909, thrl:0.02099609375, r:-0.07086181640625, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.2554931640625
1650909092741394247,time:1650909092.740863, thrl:0.01708984375, r:-0.057159423828125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.2554931640625
1650909092759027211,time:1650909092.7586682, thrl:0.01611328125, r:-0.057159423828125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.2554931640625
1650909092779122850,time:1650909092.7787733, thrl:0.01513671875, r:-0.024932861328125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.2564697265625
1650909092799680289,time:1650909092.799322, thrl:0.01513671875, r:-0.024932861328125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.2564697265625
1650909092819378852,time:1650909092.8190317, thrl:0.01318359375, r:-0.009307861328125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.2564697265625
1650909092839276718,time:1650909092.8389149, thrl:0.01318359375, r:-0.009307861328125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.2564697265625
1650909092858867130,time:1650909092.8585682, thrl:0.01318359375, r:-0.009307861328125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.2564697265625
1650909092880511131,time:1650909092.879682, thrl:0.01318359375, r:-0.009307861328125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.2301025390625
1650909092899242399,time:1650909092.8987029, thrl:0.01220703125, r:-0.009307861328125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.188079833984375
1650909092919064804,time:1650909092.9187918, thrl:0.01220703125, r:-0.009307861328125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.166595458984375
1650909092938956464,time:1650909092.9385686, thrl:0.00927734375, r:-0.009307861328125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.142181396484375
1650909092959107422,time:1650909092.9587092, thrl:-0.005401611328125, r:-0.009307861328125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.142181396484375
1650909092979080850,time:1650909092.9787538, thrl:-0.022979736328125, r:-0.004425048828125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.142181396484375
1650909092999086743,time:1650909092.998802, thrl:-0.037628173828125, r:-0.004425048828125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.142181396484375
1650909093019176392,time:1650909093.018839, thrl:-0.037628173828125, r:-0.003448486328125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.141204833984375
1650909093039802831,time:1650909093.0392947, thrl:-0.043487548828125, r:-0.002471923828125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.140228271484375
1650909093059284550,time:1650909093.0589693, thrl:-0.045440673828125, r:-0.002471923828125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.11871337890625
1650909093081213422,time:1650909093.0803328, thrl:-0.045440673828125, r:-0.002471923828125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.07379150390625
1650909093099413193,time:1650909093.0990274, thrl:-0.063995361328125, r:-0.002471923828125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.048370361328125
1650909093121605041,time:1650909093.1200845, thrl:-0.07086181640625, r:-0.002471923828125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.038604736328125
1650909093139037543,time:1650909093.1387157, thrl:-0.08160400390625, r:-0.002471923828125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.037628173828125
1650909093160467466,time:1650909093.1594117, thrl:-0.09722900390625, r:-0.002471923828125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.037628173828125
1650909093179299356,time:1650909093.178709, thrl:-0.09722900390625, r:-0.001495361328125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.037628173828125
1650909093198782474,time:1650909093.198531, thrl:-0.09722900390625, r:-0.001495361328125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.037628173828125
1650909093219438271,time:1650909093.2190561, thrl:-0.09722900390625, r:0.01416015625, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.036651611328125
1650909093239499254,time:1650909093.239105, thrl:-0.09234619140625, r:0.01904296875, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.036651611328125
1650909093258891805,time:1650909093.2586386, thrl:-0.06890869140625, r:0.05322265625, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.036651611328125
1650909093279703674,time:1650909093.2792625, thrl:-0.052276611328125, r:0.05322265625, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.036651611328125
1650909093299349016,time:1650909093.2990873, thrl:-0.027862548828125, r:0.05908203125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.036651611328125
1650909093319529403,time:1650909093.3190038, thrl:-0.027862548828125, r:0.05908203125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.036651611328125
1650909093339403408,time:1650909093.3391454, thrl:-0.027862548828125, r:0.05712890625, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.036651611328125
1650909093359680923,time:1650909093.3589644, thrl:-0.027862548828125, r:0.05712890625, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.036651611328125
1650909093379895567,time:1650909093.379254, thrl:-0.027862548828125, r:0.04150390625, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.036651611328125
1650909093399182524,time:1650909093.398937, thrl:-0.027862548828125, r:0.03466796875, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.036651611328125
1650909093418916575,time:1650909093.41868, thrl:-0.026885986328125, r:0.01123046875, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.036651611328125
1650909093439358893,time:1650909093.4390786, thrl:-0.025909423828125, r:0.01123046875, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.036651611328125
1650909093459168302,time:1650909093.4587717, thrl:-0.024932861328125, r:0.00927734375, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.056182861328125
1650909093479853936,time:1650909093.478881, thrl:-0.018096923828125, r:0.00927734375, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.06988525390625
1650909093499635098,time:1650909093.4989953, thrl:-0.018096923828125, r:0.00732421875, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.06988525390625
1650909093519376427,time:1650909093.5191216, thrl:-0.018096923828125, r:0.00732421875, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.07672119140625
1650909093539178646,time:1650909093.5389051, thrl:-0.020050048828125, r:0.03271484375, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.07672119140625
1650909093559705208,time:1650909093.559305, thrl:-0.022003173828125, r:0.03271484375, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.07672119140625
1650909093579166284,time:1650909093.5789046, thrl:-0.022003173828125, r:0.03271484375, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.07672119140625
1650909093599261806,time:1650909093.598658, thrl:-0.022003173828125, r:0.03271484375, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.07672119140625
1650909093620533944,time:1650909093.6193619, thrl:-0.022003173828125, r:0.02783203125, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.07867431640625
1650909093639739237,time:1650909093.6392307, thrl:-0.022003173828125, r:0.00927734375, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.07867431640625
1650909093659345108,time:1650909093.6588812, thrl:-0.022003173828125, r:0.00927734375, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.07867431640625
1650909093678834301,time:1650909093.678565, thrl:-0.022003173828125, r:0.00927734375, p:-0.7537841796875, y:-0.002471923828125, a:0.999969482421875, col:-0.07867431640625
