%time,field.ax,field.ay,field.az,field.gx,field.gy,field.gz,field.sysCal,field.accelCal,field.gyroCal,field.magCal,field.dt
1650909037079101829,-0.05000000074505806,0.05000000074505806,0.03999999910593033,0.0,0.125,0.0,1.0,3.0,3.0,3.0,14.0
1650909037093270189,-0.07000000029802322,0.029999999329447746,0.019999999552965164,-0.125,0.0625,0.0,1.0,3.0,3.0,3.0,14.0
1650909037097406122,-0.07000000029802322,0.029999999329447746,0.019999999552965164,-0.125,0.0625,0.0,1.0,3.0,3.0,3.0,14.0
1650909037112068336,-0.07999999821186066,0.05000000074505806,0.009999999776482582,0.0,0.0,0.0625,1.0,3.0,3.0,3.0,5.0
1650909037127182484,-0.07999999821186066,0.05999999865889549,0.03999999910593033,-0.0625,0.0625,-0.0625,1.0,3.0,3.0,3.0,14.0
1650909037131149184,-0.07999999821186066,0.05999999865889549,0.03999999910593033,-0.0625,0.0625,-0.0625,1.0,3.0,3.0,3.0,14.0
1650909037146478832,-0.07999999821186066,0.03999999910593033,0.0,-0.0625,0.0625,-0.0625,1.0,3.0,3.0,3.0,8.0
1650909037150340017,-0.07999999821186066,0.03999999910593033,0.0,-0.0625,0.0625,-0.0625,1.0,3.0,3.0,3.0,8.0
1650909037166248512,-0.07000000029802322,0.03999999910593033,0.05000000074505806,-0.0625,-0.25,0.0,1.0,3.0,3.0,3.0,6.0
1650909037174162685,-0.05999999865889549,0.05999999865889549,0.009999999776482582,0.0,-0.0625,0.0,1.0,3.0,3.0,3.0,13.0
1650909037186258534,-0.05999999865889549,0.05999999865889549,0.009999999776482582,-0.0625,0.0,-0.0625,1.0,3.0,3.0,3.0,7.0
1650909037203473988,-0.07999999821186066,0.03999999910593033,0.0,0.0,0.0625,0.0625,1.0,3.0,3.0,3.0,12.0
1650909037213084715,-0.07000000029802322,0.05999999865889549,0.05000000074505806,-0.1875,-0.0625,0.0,1.0,3.0,3.0,3.0,3.0
1650909037217585919,-0.07000000029802322,0.05999999865889549,0.05000000074505806,-0.1875,-0.0625,0.0,1.0,3.0,3.0,3.0,3.0
1650909037222865071,-0.07000000029802322,0.03999999910593033,0.029999999329447746,-0.0625,-0.0625,-0.0625,1.0,3.0,3.0,3.0,14.0
1650909037236916183,-0.05999999865889549,0.05999999865889549,0.009999999776482582,0.0,-0.1875,-0.0625,1.0,3.0,3.0,3.0,4.0
1650909037242326365,-0.05999999865889549,0.05999999865889549,0.009999999776482582,0.0,-0.1875,-0.0625,1.0,3.0,3.0,3.0,4.0
1650909037256404838,-0.07999999821186066,0.03999999910593033,0.0,0.0,-0.1875,0.0625,1.0,3.0,3.0,3.0,7.0
1650909037260999008,-0.07999999821186066,0.03999999910593033,0.0,0.0,-0.1875,0.0625,1.0,3.0,3.0,3.0,7.0
1650909037276730173,-0.07000000029802322,0.05000000074505806,0.05000000074505806,0.0,-0.0625,-0.0625,1.0,3.0,3.0,3.0,8.0
1650909037300567602,-0.07000000029802322,0.05000000074505806,0.019999999552965164,0.0,-0.0625,0.0625,1.0,3.0,3.0,3.0,11.0
1650909037309987978,-0.07999999821186066,0.05999999865889549,0.03999999910593033,-0.125,0.0,0.0625,1.0,3.0,3.0,3.0,15.0
1650909037319959979,-0.03999999910593033,0.05999999865889549,0.029999999329447746,0.0,0.125,0.0,1.0,3.0,3.0,3.0,3.0
1650909037324694124,-0.03999999910593033,0.05999999865889549,0.029999999329447746,0.0,0.125,0.0,1.0,3.0,3.0,3.0,3.0
1650909037329623365,-0.05999999865889549,0.019999999552965164,0.029999999329447746,-0.0625,0.0625,0.0,1.0,3.0,3.0,3.0,13.0
1650909037344179521,-0.05999999865889549,0.029999999329447746,0.029999999329447746,0.0625,0.0,0.0625,1.0,3.0,3.0,3.0,7.0
1650909037348818282,-0.05999999865889549,0.029999999329447746,0.029999999329447746,0.0625,0.0,0.0625,1.0,3.0,3.0,3.0,7.0
1650909037353467903,-0.07000000029802322,0.03999999910593033,0.029999999329447746,0.0,0.0,-0.0625,1.0,3.0,3.0,3.0,12.0
1650909037368374560,-0.07999999821186066,0.029999999329447746,0.029999999329447746,-0.0625,0.0,0.0,1.0,3.0,3.0,3.0,4.0
1650909037382852493,-0.07000000029802322,0.07000000029802322,0.029999999329447746,-0.1875,0.0,0.0625,1.0,3.0,3.0,3.0,6.0
1650909037393923848,-0.07000000029802322,0.07000000029802322,0.029999999329447746,-0.1875,0.0,0.0625,1.0,3.0,3.0,3.0,6.0
1650909037402518629,-0.07000000029802322,0.03999999910593033,0.0,0.0625,0.0625,0.0,1.0,3.0,3.0,3.0,4.0
1650909037416798197,-0.07000000029802322,0.03999999910593033,0.019999999552965164,-0.125,0.0,-0.1875,1.0,3.0,3.0,3.0,4.0
1650909037421562436,-0.07000000029802322,0.03999999910593033,0.019999999552965164,-0.125,0.0,-0.1875,1.0,3.0,3.0,3.0,4.0
1650909037426390184,-0.07999999821186066,0.05999999865889549,0.0,-0.0625,0.0,-0.0625,1.0,3.0,3.0,3.0,11.0
1650909037440083636,-0.07999999821186066,0.05999999865889549,0.0,-0.1875,0.1875,0.0,1.0,3.0,3.0,3.0,8.0
1650909037445073342,-0.07000000029802322,0.05999999865889549,0.009999999776482582,0.0,-0.1875,0.0,1.0,3.0,3.0,3.0,14.0
1650909037449447043,-0.07000000029802322,0.05999999865889549,0.009999999776482582,0.0,-0.1875,0.0,1.0,3.0,3.0,3.0,14.0
1650909037463571107,-0.07000000029802322,0.05999999865889549,0.03999999910593033,0.0,0.125,-0.0625,1.0,3.0,3.0,3.0,6.0
1650909037467805150,-0.07000000029802322,0.05999999865889549,0.03999999910593033,0.0,0.125,-0.0625,1.0,3.0,3.0,3.0,6.0
